"traceId","time","span","speed"
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:49:47,105,0.1
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:51:32,142,0.39
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:53:54,96,0.33
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:55:30,332,0.03
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:01:02,188,0.27
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:04:10,105,0.59
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:05:55,304,0.2
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:10:59,110,0.24
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:12:49,205,0.25
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:16:14,248,0.08
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:20:22,164,1.08
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:23:06,92,2.24
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:24:38,79,0.69
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:25:57,177,0.77
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:28:54,200,0.2
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:32:14,479,0.36
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:40:13,92,0.45
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:41:45,261,0.23
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:46:06,221,0.68
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:49:47,134,0.28
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:52:01,121,0.19
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:54:02,55,0.42
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:54:57,24,0.95
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:55:21,82,0.31
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:56:43,101,0.47
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:58:24,57,0.45
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:59:21,57,0.35
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:00:18,125,0.11
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:02:23,183,0.7
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:05:26,118,1.66
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:07:24,600,0.25
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:17:24,141,2.48
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:19:45,192,0.03
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:22:57,105,0.23
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:24:42,961,0.08
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:40:43,143,0.47
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:43:06,325,0.29
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:48:31,46,3.31
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:49:17,151,0.01
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:51:48,34,2.73
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:52:22,98,0.61
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:54:00,227,0.21
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:57:47,73,0.72
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:59:00,192,0.41
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:02:12,131,0.54
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:04:23,109,0.48
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:06:12,101,0.17
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:07:53,4,8.03
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:07:57,291,0.24
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:12:48,123,1.52
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:14:51,67,0.68
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:15:58,54,2.62
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:16:52,82,0.56
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:18:14,139,0.71
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:20:33,48,0.81
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:21:21,265,0.78
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:25:46,295,0.44
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:30:41,112,0.55
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:32:33,156,0.09
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:35:09,41,1.15
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:35:50,216,0.61
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:39:26,93,1.95
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 17:50:43,1383,0
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:13:46,54,0
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:14:40,132,6.15
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:16:52,2945,0.29
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:05:57,2118,0.27
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:41:15,321,2.72
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:46:36,6001,0.11
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:18:52,878,0.14
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:33:30,1119,0.28
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 18:52:09,629,0.04
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:02:38,2519,0.08
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:44:37,907,0.32
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 19:59:44,58,1.44
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:00:42,129,0.76
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:02:51,153,0.89
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:05:24,278,0.74
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:10:02,219,0.77
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:13:41,400,0.87
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:20:21,1816,0.03
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 20:50:37,2050,0.03
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:24:47,28,0.69
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:25:15,131,0.15
"2023-05-27T09-29-00-Andy Taggart-Smith",2023-05-27 21:27:26,122,0.32
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:43:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:43:00,360,0.04
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:49:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:49:00,120,0.21
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:51:00,60,0.68
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:52:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:52:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:52:00,60,0.28
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:53:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:53:00,60,0.57
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:54:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:54:00,60,0.09
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:55:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:55:00,60,0.7
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:56:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:56:00,120,0.1
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:58:00,60,0.1
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 17:59:00,60,0.96
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:00:00,180,1.09
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:03:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:03:00,60,1.16
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:04:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:04:00,60,0.26
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:05:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:05:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:05:00,60,0.05
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:06:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:06:00,60,1.9
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:07:00,60,0.13
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:08:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:08:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:08:00,180,0.14
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:11:00,120,0.16
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:13:00,60,0.17
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:14:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:14:00,60,0.16
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:15:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:15:00,60,0.46
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:16:00,120,0.72
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:18:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:18:00,60,0.67
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:19:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:19:00,60,0.51
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:20:00,60,0.2
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:21:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:21:00,60,0.23
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:22:00,120,0.16
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:24:00,180,0.35
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:27:00,60,0.43
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:28:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:28:00,180,0.05
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:31:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:31:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:31:00,240,0.25
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:35:00,120,0.12
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:37:00,240,0.05
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:41:00,180,0.21
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:44:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:44:00,180,0.06
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:47:00,360,0.1
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:53:00,60,0.84
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:54:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:54:00,60,0.21
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:55:00,60,0.7
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 18:56:00,600,0.24
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:06:00,60,0.16
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:07:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:07:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:07:00,60,0.18
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:08:00,120,0.3
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:10:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:10:00,1200,0.27
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:30:00,300,2.28
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:35:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:35:00,60,0.29
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:36:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:36:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:36:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:36:00,180,0.29
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:39:00,60,1.08
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:40:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:40:00,780,0.33
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:53:00,60,0.42
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:54:00,180,0.06
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:57:00,60,0.44
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:58:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:58:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:58:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 19:58:00,360,0.36
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:04:00,120,0.32
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:06:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:06:00,60,0.15
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:07:00,120,1.43
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:09:00,120,0.66
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:11:00,420,0.2
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:18:00,120,0.09
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:20:00,60,0.58
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:21:00,120,0.63
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:23:00,360,0.37
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:29:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:29:00,60,0.21
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:30:00,300,0.72
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:35:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:35:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:35:00,60,0.17
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:36:00,60,0.48
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:37:00,60,1.24
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:38:00,60,0.32
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:39:00,120,3.4
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:41:00,60,1.54
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:42:00,60,2.86
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:43:00,120,3.56
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:45:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 20:45:00,2160,0.1
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:21:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:21:00,120,0.67
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:23:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:23:00,60,1.06
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:24:00,480,0.18
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:32:00,0,
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:32:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:32:00,180,1.26
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:35:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:35:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:35:00,60,0.1
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:36:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:36:00,1140,0.07
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:55:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:55:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:55:00,120,1.32
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:57:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:57:00,60,0.62
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:58:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:58:00,60,0.01
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:59:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:59:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 21:59:00,120,2.96
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:01:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:01:00,60,2.98
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:02:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:02:00,360,0.38
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:08:00,0,
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:08:00,180,0.13
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:11:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:11:00,120,0.11
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:13:00,1080,0.07
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:31:00,360,0.02
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:37:00,180,1.03
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:40:00,240,0.1
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:44:00,120,1.06
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:46:00,240,0.54
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:50:00,0,
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:50:00,300,0.11
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:55:00,60,1.03
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 22:56:00,600,0.28
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:06:00,60,1.28
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:07:00,60,0.71
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:08:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:08:00,120,0.21
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:10:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:10:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:10:00,60,0.09
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:11:00,0,Inf
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:11:00,660,1.09
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:22:00,180,0.11
"2023-05-27T09-43-00-Jackson W.F. Chu",2023-05-27 23:25:00,0,Inf
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 17:48:50,3148,0.15
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 18:41:18,719,0.09
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 18:53:17,1215,0.1
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:13:32,310,0.28
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:18:42,364,0.21
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:24:46,110,0.35
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:26:36,145,0.38
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:29:01,239,0.03
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:33:00,297,0.18
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:37:57,523,0.13
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:46:40,793,0.3
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 19:59:53,166,0.62
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:02:39,546,1.02
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:11:45,255,0.03
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:16:00,1123,0.02
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:34:43,418,0.44
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:41:41,125,0.06
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:43:46,819,0.11
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:57:25,69,0.52
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 20:58:34,284,0.08
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:03:18,78,0.77
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:04:36,101,0.92
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:06:17,308,0.11
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:11:25,62,0.3
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:12:27,354,0.34
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:18:21,362,0.15
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:24:23,451,0.19
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:31:54,1465,0.29
"2023-05-27T09-48-00-Spencer Shields",2023-05-27 21:56:19,126,0.44
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:30:44,956,0.26
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:46:40,255,0.39
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:50:55,181,0.24
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:53:56,154,0.33
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:56:30,96,0.25
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:58:06,101,0.21
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:59:47,217,0.8
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:03:24,232,1.17
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:07:16,358,1.45
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:13:14,523,0.15
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:21:57,192,0.34
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:25:09,432,1.53
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:32:21,211,1
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:35:52,1063,0.59
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:53:35,517,0.7
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 19:02:12,1155,0.79
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 19:21:27,2202,0.26
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 19:58:09,1777,0.34
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:27:46,288,0.72
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:32:34,321,0.11
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:37:55,489,0.42
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:46:04,180,0.07
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:49:04,148,0.09
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:51:32,269,0.28
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:56:01,62,0.41
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 20:57:03,588,0.06
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 21:06:51,2190,0.2
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 21:43:21,1882,0.52
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 17:52:17,631,0.15
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:02:48,588,1.34
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:12:36,279,0.08
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:17:15,1216,1.49
"2023-05-28T09-30-00-Andy Taggart-Smith",2023-05-28 18:37:31,333,8.04
