"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp","long","lat"
"Geum macrophyllum",77266,"Geum macrophyllum",0,"accepted","Large-leaved Avens",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Colurieae","Geum","macrophyllum","iNat:119369492","2022-05-29T10:51:00-07:00",,"Andrew Simon","false","research",25,2022-05-29 17:51:00,-123.31553,48.871872
"Camassia leichtlinii",62218,"Camassia leichtlinii",0,"accepted","great camas",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Asparagaceae","Agavoideae","","Camassia","leichtlinii","iNat:119369493","2022-05-29T17:18:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:18:00,-123.3747,48.910043
"Bombus sitkensis",142269,"Bombus sitkensis",0,"accepted","Sitka Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","sitkensis","iNat:119369497","2022-05-29T17:20:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:20:00,-123.374662,48.910105
"Erythranthe guttata",470643,"Erythranthe guttata",0,"accepted","seep monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","guttata","iNat:119369496","2022-05-29T17:22:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:22:00,-123.374097,48.910015
"Montia parvifolia",78123,"Montia parvifolia",0,"accepted","Small-leaved Blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","parvifolia","iNat:119369498","2022-05-29T17:23:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:23:00,-123.373675,48.90999
"Vicia sativa",53324,"Vicia sativa",0,"accepted","Common Vetch",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Fabeae","Vicia","sativa","iNat:119369499","2022-05-29T17:25:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:25:00,-123.373267,48.909857
"Plectritis congesta",57786,"Plectritis congesta",0,"accepted","shortspur seablush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Valerianoideae","","Plectritis","congesta","iNat:119369500","2022-05-29T17:26:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:26:00,-123.373208,48.909842
"Allium amplectens",60267,"Allium amplectens",0,"accepted","narrowleaf onion",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Amaryllidaceae","Allioideae","Allieae","Allium","amplectens","iNat:119369501","2022-05-29T17:29:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:29:00,-123.371953,48.909627
"Triteleia hyacinthina",57132,"Triteleia hyacinthina",0,"accepted","white brodiaea",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Asparagaceae","Brodiaeoideae","","Triteleia","hyacinthina","iNat:119369503","2022-05-29T17:30:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:30:00,-123.372228,48.909672
"Allium cernuum",116364,"Allium cernuum",0,"accepted","nodding onion",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Amaryllidaceae","Allioideae","Allieae","Allium","cernuum","iNat:119369504","2022-05-29T17:30:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:30:00,-123.372228,48.90969
"Zonotrichia leucophrys",9176,"Zonotrichia leucophrys",0,"accepted","White-crowned Sparrow",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Zonotrichia","leucophrys","iNat:119369505","2022-05-29T17:34:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:34:00,-123.372685,48.909676
"Lophioprason",1080332,"Lophioprason",0,"accepted","",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Amaryllidaceae","Allioideae","Allieae","Allium","","iNat:119369509","2022-05-29T17:34:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:34:00,-123.370887,48.909347
"Micranthes rufidula",357949,"Micranthes rufidula",0,"accepted","Rustyhair Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","rufidula","iNat:119369508","2022-05-29T17:35:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:35:00,-123.370845,48.909343
"Fuscopannaria maritima",220262,"Fuscopannaria maritima",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Pannariaceae","","","Fuscopannaria","maritima","iNat:119369510","2022-05-29T17:36:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:36:00,-123.370533,48.909258
"Physcia caesia",194681,"Physcia caesia",0,"accepted","Blue-gray Rosette Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","caesia","iNat:119369513","2022-05-29T17:36:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:36:00,-123.370523,48.909257
"Eutomostethus ephippium",130721,"Eutomostethus ephippium",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Symphyta","","Tenthredinoidea","Tenthredinidae","Blennocampinae","Phymatocerini","Eutomostethus","ephippium","iNat:119369516","2022-05-29T17:39:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:39:00,-123.370497,48.909244
"Vicia hirsuta",56188,"Vicia hirsuta",0,"accepted","Hairy tare",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Fabeae","Vicia","hirsuta","iNat:119369515","2022-05-29T17:51:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:51:00,-123.373243,48.909873
"Philonotis fontana",133809,"Philonotis fontana",0,"accepted","Fountain Apple-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bartramiales","","","","Bartramiaceae","","","Philonotis","fontana","iNat:119369568","2022-05-29T17:51:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:51:00,-123.373244,48.909872
"Lichenomphalia ericetorum",1497645,"Lichenomphalia ericetorum",0,"accepted","Lichen Agaric",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","Agaricomycetidae","","Agaricales","Hygrophorineae","","","Hygrophoraceae","Lichenomphalioideae","Lichenomphalieae","Lichenomphalia","ericetorum","iNat:119369579","2022-05-29T17:55:00-07:00",,"Andrew Simon","false","research",25,2022-05-30 00:55:00,-123.37431,48.910023
"Hieracium albiflorum",63937,"Hieracium albiflorum",0,"accepted","white hawkweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Hieracium","albiflorum","iNat:119369583","2022-05-29T17:59:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-30 00:59:00,-123.374465,48.910047
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:155840266","2023-04-16T09:21:00-07:00",,"Andrew Simon","false","research",18,2023-04-16 16:21:00,-123.312177,48.872367
"Cathartes aura",4756,"Cathartes aura",0,"accepted","Turkey Vulture",,"Animalia","Chordata","Vertebrata","","Aves","","","Cathartiformes","","","","Cathartidae","","","Cathartes","aura","iNat:155840267","2023-04-16T09:21:00-07:00",,"Andrew Simon","false","research",41,2023-04-16 16:21:00,-123.312304,48.872486
"Turdus migratorius",12727,"Turdus migratorius",0,"accepted","American Robin",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Turdidae","","","Turdus","migratorius","iNat:155840268","2023-04-16T09:26:00-07:00",,"Andrew Simon","false","research",28,2023-04-16 16:26:00,-123.311832,48.872197
"Cardamine nuttallii",76002,"Cardamine nuttallii",0,"accepted","Nuttall's toothwort",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Cardamineae","Cardamine","nuttallii","iNat:155840269","2023-04-16T09:32:00-07:00",,"Andrew Simon","false","research",10,2023-04-16 16:32:00,-123.311582,48.871661
"Narcissus",993276,"Narcissus",0,"accepted","",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Amaryllidaceae","Amaryllidoideae","Narcisseae","Narcissus","","iNat:155840270","2023-04-16T09:36:00-07:00",,"Andrew Simon","false","research",20,2023-04-16 16:36:00,-123.311117,48.87177
"Passeriformes",7251,"Passeriformes",0,"accepted","Perching Birds",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","","","","","","iNat:155840265","2023-04-16T09:43:00-07:00",,"Andrew Simon","false","needs_id",41,2023-04-16 16:43:00,-123.311967,48.871894
"Micranthes integrifolia",78027,"Micranthes integrifolia",0,"accepted","Wholeleaf Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","integrifolia","iNat:155840272","2023-04-16T09:53:00-07:00",,"Andrew Simon","false","research",17,2023-04-16 16:53:00,-123.312524,48.872497
"Trifolium willdenovii",57081,"Trifolium willdenovii",0,"accepted","tomcat clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","willdenovii","iNat:52033125","2020-06-26T11:05:00-07:00",,"Andrew Simon","false","research",10,2020-06-26 18:05:00,-123.388164,48.914192
"Triteleia hyacinthina",57132,"Triteleia hyacinthina",0,"accepted","white brodiaea",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Asparagaceae","Brodiaeoideae","","Triteleia","hyacinthina","iNat:52033128","2020-06-26T11:05:00-07:00",,"Andrew Simon","false","research",10,2020-06-26 18:05:00,-123.38815,48.914192
"Anthoxanthum odoratum",75475,"Anthoxanthum odoratum",0,"accepted","sweet vernal grass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Anthoxanthum","odoratum","iNat:52033133","2020-06-26T11:07:00-07:00",,"Andrew Simon","false","research",10,2020-06-26 18:07:00,-123.388137,48.914297
"Juncus effusus effusus",79961,"Juncus effusus effusus",0,"accepted","common rush",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Juncaceae","","","Juncus","effusus","iNat:52033137","2020-06-26T11:14:00-07:00",,"Andrew Simon","false","research",10,2020-06-26 18:14:00,-123.388368,48.91436
"Deschampsia elongata",52722,"Deschampsia elongata",0,"accepted","slender hairgrass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Deschampsia","elongata","iNat:52033139","2020-06-26T11:17:00-07:00",,"Andrew Simon","false","research",10,2020-06-26 18:17:00,-123.390517,48.915078
"Dermatocarpon leptophyllodes",218253,"Dermatocarpon leptophyllodes",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Eurotiomycetes","Chaetothyriomycetidae","","Verrucariales","","","","Verrucariaceae","","","Dermatocarpon","leptophyllodes","iNat:52099943","2020-06-26T11:28:00-07:00",,"Andrew Simon","false","needs_id",20,2020-06-26 18:28:00,-123.389789,48.914872
"Juniperus maritima",164313,"Juniperus maritima",0,"accepted","Seaside Juniper",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Cupressaceae","Cupressoideae","","Juniperus","maritima","iNat:232514980","2020-07-25T15:45:10-07:00",,"Caitlin Robinson","false","needs_id",10,2020-07-25 22:45:10,-123.576317,49.012578
"Haliaeetus leucocephalus",5305,"Haliaeetus leucocephalus",0,"accepted","Bald Eagle",,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","Buteoninae","","Haliaeetus","leucocephalus","iNat:232514825","2020-07-25T15:49:03-07:00",,"Caitlin Robinson","false","research",10,2020-07-25 22:49:03,-123.576325,49.012517
"Molothrus ater",10373,"Molothrus ater",0,"accepted","Brown-headed Cowbird",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Icteridae","","","Molothrus","ater","iNat:56194870","2020-08-11T17:11:00-07:00",,"Andrew Simon","false","research",15,2020-08-12 00:11:00,-123.407031,48.900277
"Epilobium ciliatum",53050,"Epilobium ciliatum",0,"accepted","fringed willowherb",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Myrtales","","","","Onagraceae","","","Epilobium","ciliatum","iNat:56194869","2020-08-11T17:12:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:12:00,-123.406795,48.900077
"Spergularia marina",79169,"Spergularia marina",0,"accepted","Saltmarsh Sand Spurry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Sperguleae","Spergularia","marina","iNat:56194868","2020-08-11T17:16:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:16:00,-123.40759,48.898463
"Atriplex patula",60175,"Atriplex patula",0,"accepted","Common Orache",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Amaranthaceae","Chenopodioideae","Atripliceae","Atriplex","patula","iNat:56194867","2020-08-11T17:17:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:17:00,-123.407593,48.898465
"Atriplex patula",60175,"Atriplex patula",0,"accepted","Common Orache",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Amaranthaceae","Chenopodioideae","Atripliceae","Atriplex","patula","iNat:56194865","2020-08-11T17:18:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:18:00,-123.407622,48.898467
"Sonchus arvensis",79156,"Sonchus arvensis",0,"accepted","Perennial Sow Thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Sonchus","arvensis","iNat:56194866","2020-08-11T17:25:00-07:00",,"Andrew Simon","false","research",33,2020-08-12 00:25:00,-123.40643,48.896819
"Ruditapes philippinarum",343269,"Ruditapes philippinarum",0,"accepted","Japanese Littleneck",,"Animalia","Mollusca","","","Bivalvia","Autobranchia","Imparidentia","Venerida","","","Veneroidea","Veneridae","Tapetinae","","Ruditapes","philippinarum","iNat:56194863","2020-08-11T17:26:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:26:00,-123.405964,48.896569
"Atriplex patula",60175,"Atriplex patula",0,"accepted","Common Orache",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Amaranthaceae","Chenopodioideae","Atripliceae","Atriplex","patula","iNat:56194861","2020-08-11T17:27:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:27:00,-123.405937,48.896768
"Atriplex",58112,"Atriplex",0,"accepted","Saltbushes",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Amaranthaceae","Chenopodioideae","Atripliceae","Atriplex","","iNat:56194864","2020-08-11T17:27:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:27:00,-123.405948,48.89678
"Grindelia stricta",61992,"Grindelia stricta",0,"accepted","Oregon Gumplant",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Astereae","Grindelia","stricta","iNat:56194860","2020-08-11T17:28:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:28:00,-123.405893,48.896772
"Spergularia marina",79169,"Spergularia marina",0,"accepted","Saltmarsh Sand Spurry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Sperguleae","Spergularia","marina","iNat:56194858","2020-08-11T17:29:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:29:00,-123.405828,48.896825
"Batillaria attramentaria",68783,"Batillaria attramentaria",0,"accepted","Japanese False Cerith",,"Animalia","Mollusca","","","Gastropoda","Caenogastropoda","","","","","Cerithioidea","Batillariidae","","","Batillaria","attramentaria","iNat:56194856","2020-08-11T17:31:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:31:00,-123.405761,48.896947
"Tuckermanopsis orbata",813868,"Tuckermanopsis orbata",0,"accepted","variable wrinkle-lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","orbata","iNat:56194857","2020-08-11T17:31:00-07:00",,"Andrew Simon","false","needs_id",50,2020-08-12 00:31:00,-123.407431,48.896892
"Polygonum fowleri",78683,"Polygonum fowleri",0,"accepted","Fowler's Knotweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Polygonaceae","Polygonoideae","Polygoneae","Polygonum","fowleri","iNat:56194855","2020-08-11T17:33:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:33:00,-123.405572,48.897347
"Agrostis exarata",59088,"Agrostis exarata",0,"accepted","Pacific bentgrass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Agrostis","exarata","iNat:56194851","2020-08-11T17:34:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:34:00,-123.405595,48.897365
"Tuckermanopsis chlorophylla",1019557,"Tuckermanopsis chlorophylla",0,"accepted","Powdered Wrinkle Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Tuckermanopsis","chlorophylla","iNat:56194850","2020-08-11T17:36:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:36:00,-123.405581,48.897353
"Elymus glaucus",52791,"Elymus glaucus",0,"accepted","blue wild rye",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Triticeae","Elymus","glaucus","iNat:56194848","2020-08-11T17:42:00-07:00",,"Andrew Simon","false","needs_id",10,2020-08-12 00:42:00,-123.40644,48.898035
"Distichlis spicata",58372,"Distichlis spicata",0,"accepted","Saltgrass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Chloridoideae","Cynodonteae","Distichlis","spicata","iNat:56194847","2020-08-11T17:43:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:43:00,-123.406745,48.8983
"Cuscuta pacifica",76553,"Cuscuta pacifica",0,"accepted","Pacific goldenthread",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Solanales","","","","Convolvulaceae","","Cuscuteae","Cuscuta","pacifica","iNat:56194846","2020-08-11T17:47:00-07:00",,"Andrew Simon","false","research",10,2020-08-12 00:47:00,-123.407377,48.898462
