"cell_id","effortId","search_effort","fringe_dist","assigned_community","area","area_prop"
2859,"prior",0,9000.39630716653,pot,,
3561,"prior",0,8989.93573515358,pot,,
3562,"prior",0,8974.66631958115,pot,,
3563,"2020-08-15T08-42-00-Andrew Simon, prior",0.135,8959.4703259515,pot,321.068524638361,0.356742805153734
4264,"prior",0,8964.2756126146,pot,,
4265,"2020-08-15T08-42-00-Andrew Simon",0.375,8948.96233106529,pot,892.216895509601,0.991352106121779
4266,"2020-08-15T08-42-00-Andrew Simon",0.045,8933.72253344114,pot,883.785511614494,0.981983901793883
4267,"2020-08-15T08-42-00-Andrew Simon",0.225,8918.55659644219,pot,224.929410566387,0.249921567295986
4967,"prior",0,8938.64192083322,pot,,
4968,"2020-08-15T08-42-00-Andrew Simon",0.06,8923.28456629451,pot,763.578280468094,0.848420311631216
4969,"2020-08-15T08-42-00-Andrew Simon",0.18,8908.00075666054,pot,892.221716599455,0.991357462888283
4970,"2020-08-15T08-42-00-Andrew Simon",3.72,8892.79087112819,pot,673.903487374019,0.748781652637799
5666,"prior",0,8975.36987315575,pot,,
5671,"prior",0,8897.6332523054,pot,,
5672,"2020-08-15T08-42-00-Andrew Simon",0.03,8882.30522162071,pot,860.471355958054,0.956079284397838
5673,"2020-08-15T08-42-00-Andrew Simon",3.72,8867.05117750674,pot,888.911825913115,0.987679806570128
5674,"2020-08-15T08-42-00-Andrew Simon",10.665,8851.8715024599,pot,135.586652448,0.150651836053334
6368,"prior",0,8965.77693977097,pot,,
6369,"prior",0,8949.96822896477,pot,,
6370,"prior",0,8934.23127369233,pot,,
6375,"2020-08-15T08-42-00-Andrew Simon",2.295,8856.63615672747,pot,505.220588061023,0.561356208956692
6376,"2020-08-15T08-42-00-Andrew Simon",2.565,8841.33774293692,pot,892.231358674611,0.991368176305123
6377,"2020-08-15T08-42-00-Andrew Simon",0.45,8826.11376220514,pot,266.391907561718,0.295991008401909
7048,"prior",0,9324.0362132292,pot,,
7071,"2020-07-25T15-45-00-Caitlin Robinson",0.309012875536481,8940.44819884676,pot,707.994737279453,0.786660819199392
7072,"prior",0,8924.59453600967,pot,,
7073,"prior",0,8908.8126742182,pot,,
7077,"2020-08-15T08-42-00-Andrew Simon",0.765,8846.41089680671,pot,0.226314470758867,0.000251460523065408
7078,"2020-08-15T08-42-00-Andrew Simon",2.295,8830.99379279967,pot,63.3862425969856,0.0704291584410951
7079,"2020-08-15T08-42-00-Andrew Simon",0.3,8815.65079719302,pot,673.598815982666,0.748443128869629
7080,"2020-08-15T08-42-00-Andrew Simon",0.225,8800.38229760002,pot,97.3182028759806,0.108131336528867
7750,"prior",0,9317.29211925367,pot,,
7751,"prior",0,9299.78152453342,pot,,
7752,"prior",0,9282.33388637803,pot,,
7764,"prior",0,9078.00366327553,pot,,
7773,"prior",0,8931.11813558313,pot,,
7774,"prior",0,8915.14785362578,pot,,
7775,"prior",0,8899.24903337864,pot,,
7776,"prior",0,8883.42205853241,pot,,
7779,"prior",0,8836.37605814337,pot,,
7780,"2020-08-15T08-42-00-Andrew Simon",2.4,8820.84032143639,pot,500.311377145822,0.555901530162024
8454,"prior",0,9275.55986965809,pot,,
8455,"prior",0,9258.06648920547,pot,,
8466,"prior",0,9069.89716481734,pot,,
8467,"prior",0,9053.18744901809,pot,,
8468,"prior",0,9036.5454355712,pot,,
8476,"prior",0,8905.89183294745,pot,,
8477,"prior",0,8889.87614654806,pot,,
8478,"prior",0,8873.93196262101,pot,,
8479,"prior",0,8858.05966727238,pot,,
8481,"prior",0,8826.53229183651,pot,,
8482,"2020-08-15T08-42-00-Andrew Simon",4.875,8810.87798899818,pot,577.569385096779,0.641743761218643
8483,"2020-08-15T08-42-00-Andrew Simon",0.03,8795.29712918613,pot,542.464222201842,0.602738024668713
9157,"prior",0,9251.37150806599,pot,,
9158,"prior",0,9233.83220835161,pot,,
9159,"prior",0,9216.35620777718,pot,,
9170,"prior",0,9028.40212090832,pot,,
9171,"prior",0,9011.71424607037,pot,,
9179,"prior",0,8880.69461932789,pot,,
9180,"prior",0,8864.63332254193,pot,,
9181,"prior",0,8848.64356777643,pot,,
9182,"prior",0,8832.72574356826,pot,,
9861,"prior",0,9209.6313052452,pot,,
9865,"prior",0,9139.92625823525,pot,,
9869,"prior",0,9071.25723294101,pot,,
9873,"prior",0,9003.64793401913,pot,,
9874,"prior",0,8986.91400257637,pot,,
9883,"prior",0,8839.41962905371,pot,,
9884,"prior",0,8823.38409540854,pot,,
9885,"prior",0,8807.42053307667,pot,,
10567,"prior",0,9132.95017347183,pot,,
10568,"prior",0,9115.57381721504,pot,,
10569,"prior",0,9098.26220809339,pot,,
10572,"prior",0,9046.71957356799,pot,,
11271,"prior",0,9091.25455706548,pot,,
15481,"prior",0,9089.47550561914,pot,,
15482,"prior",0,9071.32765056455,pot,,
16183,"prior",0,9084.03498554615,pot,,
16184,"prior",0,9065.77785378187,pot,,
16185,"prior",0,9047.5823671708,pot,,
16886,"prior",0,9060.42195089425,pot,,
16887,"prior",0,9042.11704271075,pot,,
16888,"prior",0,9023.87374859973,pot,,
17589,"prior",0,9036.84622149399,pot,,
17590,"prior",0,9018.49336237061,pot,,
18291,"prior",0,9031.77024564403,pot,,
18292,"prior",0,9013.30809008085,pot,,
18293,"prior",0,8994.90710531622,pot,,
18995,"prior",0,8989.80785198202,pot,,
18996,"prior",0,8971.35856670976,pot,,
19698,"prior",0,8966.3458051484,pot,,
19699,"prior",0,8947.84804435062,pot,,
19725,"prior",0,8489.63142662362,pot,,
19726,"prior",0,8472.93265991843,pot,,
