"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Claytonia sibirica",55767,"Claytonia sibirica",0,"accepted","Candy Flower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Claytonia","sibirica","iNat:118718704",48.880217,-123.381102,"2022-05-25T14:29:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:29:00
"Rubus ursinus",53445,"Rubus ursinus",0,"accepted","trailing blackberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","ursinus","iNat:118718706",48.880148,-123.380995,"2022-05-25T14:29:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:29:00
"Digitalis purpurea",53983,"Digitalis purpurea",0,"accepted","purple foxglove",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Digitalideae","Digitalis","purpurea","iNat:118718711",48.880148,-123.380995,"2022-05-25T14:29:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:29:00
"Lysichiton americanus",48537,"Lysichiton americanus",0,"accepted","western skunk cabbage",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Alismatales","","","","Araceae","Orontioideae","","Lysichiton","americanus","iNat:118718716",48.880088,-123.380988,"2022-05-25T14:29:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:29:00
"Typha latifolia",48685,"Typha latifolia",0,"accepted","broadleaf cattail",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Typhaceae","","","Typha","latifolia","iNat:118718717",48.879975,-123.381113,"2022-05-25T14:30:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:30:00
"Oenanthe sarmentosa",60127,"Oenanthe sarmentosa",0,"accepted","water parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Oenantheae","Oenanthe","sarmentosa","iNat:118718718",48.880012,-123.380995,"2022-05-25T14:32:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:32:00
"Plagiothecium undulatum",123586,"Plagiothecium undulatum",0,"accepted","Waved Silk-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Plagiotheciaceae","","","Plagiothecium","undulatum","iNat:118718721",48.880013,-123.380992,"2022-05-25T14:33:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:33:00
"Lysichiton americanus",48537,"Lysichiton americanus",0,"accepted","western skunk cabbage",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Alismatales","","","","Araceae","Orontioideae","","Lysichiton","americanus","iNat:118718723",48.880013,-123.380992,"2022-05-25T14:33:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:33:00
"Gaultheria shallon",48441,"Gaultheria shallon",0,"accepted","salal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:118718722",48.879982,-123.380813,"2022-05-25T14:34:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:34:00
"Typha latifolia",48685,"Typha latifolia",0,"accepted","broadleaf cattail",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Typhaceae","","","Typha","latifolia","iNat:118718727",48.87998,-123.380815,"2022-05-25T14:35:00-07:00",,"Andrew Simon","false","research",25,2022-05-25 21:35:00
