"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Claopodium",67870,"Claopodium",0,"accepted","claopodium mosses",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Claopodium","","iNat:43252906",48.869855,-123.346581,"2020-04-24T13:17:00-07:00",,"Andrew Simon","false","needs_id",62,2020-04-24 20:17:00
"Luzula subsessilis",77901,"Luzula subsessilis",0,"accepted","short-stalked woodrush",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Juncaceae","","","Luzula","subsessilis","iNat:43252907",48.871055,-123.343862,"2020-04-24T13:24:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-24 20:24:00
"Cerastium arvense strictum",50847,"Cerastium arvense strictum",0,"accepted","field mouse-ear chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Cerastium","arvense","iNat:43252908",48.86833,-123.341108,"2020-04-24T13:32:00-07:00",,"Andrew Simon","false","research",,2020-04-24 20:32:00
"Lupinus bicolor",50614,"Lupinus bicolor",0,"accepted","Miniature Lupine",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Genisteae","Lupinus","bicolor","iNat:43252922",48.868307,-123.34099,"2020-04-24T13:33:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-24 20:33:00
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:43252923",48.868313,-123.34102,"2020-04-24T13:34:00-07:00",,"Andrew Simon","false","research",,2020-04-24 20:34:00
"Anthalia",717054,"Anthalia",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Empidoidea","Hybotidae","Oedaleinae","","Anthalia","","iNat:43252926",48.868406,-123.341006,"2020-04-24T13:35:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-24 20:35:00
"Trifolium microcephalum",58911,"Trifolium microcephalum",0,"accepted","small-headed clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","microcephalum","iNat:43252935",48.868448,-123.341048,"2020-04-24T13:36:00-07:00",,"Andrew Simon","false","research",,2020-04-24 20:36:00
"Trifolium oliganthum",71122,"Trifolium oliganthum",0,"accepted","few-flowered clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","oliganthum","iNat:43252936",48.868453,-123.341053,"2020-04-24T13:36:00-07:00",,"Andrew Simon","false","research",,2020-04-24 20:36:00
"Lomatium utriculatum",56827,"Lomatium utriculatum",0,"accepted","Foothill desert-parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Selineae","Lomatium","utriculatum","iNat:43252941",48.868452,-123.341052,"2020-04-24T13:36:00-07:00",,"Andrew Simon","false","research",,2020-04-24 20:36:00
"Lithophragma parviflorum",77791,"Lithophragma parviflorum",0,"accepted","smallflower woodland star",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Heuchereae","Lithophragma","parviflorum","iNat:43252948",48.868444,-123.341292,"2020-04-24T13:39:00-07:00",,"Andrew Simon","false","research",40,2020-04-24 20:39:00
