"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Medicago lupulina",57056,"Medicago lupulina",0,"accepted","Black Medick",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Medicago","lupulina","iNat:83098046",48.86759,-123.337353,"2021-06-14T18:00:00-07:00",,"Andrew Simon","false","research",,2021-06-15 01:00:00
"Medicago lupulina",57056,"Medicago lupulina",0,"accepted","Black Medick",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Medicago","lupulina","iNat:83079888",48.867737,-123.337587,"2021-06-14T18:02:05-07:00",,"Caitlin Robinson","false","research",813,2021-06-15 01:02:05
"Aquilegia formosa",48244,"Aquilegia formosa",0,"accepted","western columbine",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Thalictroideae","","Aquilegia","formosa","iNat:83168127",48.867712,-123.33715,"2021-06-14T18:03:30-07:00",,"Caitlin Robinson","false","research",8,2021-06-15 01:03:30
"Aquilegia formosa",48244,"Aquilegia formosa",0,"accepted","western columbine",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Thalictroideae","","Aquilegia","formosa","iNat:83098050",48.867747,-123.337194,"2021-06-14T18:04:00-07:00",,"Andrew Simon","false","research",,2021-06-15 01:04:00
"Juncus effusus",56153,"Juncus effusus",0,"accepted","Soft Rush",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Juncaceae","","","Juncus","effusus","iNat:83087925",48.867863,-123.337142,"2021-06-14T18:06:23-07:00",,"Caitlin Robinson","false","needs_id",32,2021-06-15 01:06:23
"Juncus",1437020,"Juncus",0,"accepted","",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Juncaceae","","","Juncus","","iNat:90752218",48.867925,-123.337158,"2021-06-14T18:06:23-07:00",,"Caitlin Robinson","false","needs_id",32,2021-06-15 01:06:23
"Clinopodium douglasii",53203,"Clinopodium douglasii",0,"accepted","yerba buena",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Lamiaceae","Nepetoideae","Mentheae","Clinopodium","douglasii","iNat:83098052",48.867472,-123.337361,"2021-06-14T18:14:00-07:00",,"Andrew Simon","false","research",,2021-06-15 01:14:00
"Trifolium dubium",53313,"Trifolium dubium",0,"accepted","Lesser hop trefoil",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","dubium","iNat:83098053",48.867383,-123.337332,"2021-06-14T18:18:00-07:00",,"Andrew Simon","false","research",,2021-06-15 01:18:00
"Phaeolus schweinitzii",118084,"Phaeolus schweinitzii",0,"accepted","Dyer's Polypore",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","","","Polyporales","","","","Phaeolaceae","","","Phaeolus","schweinitzii","iNat:83098057",48.86728,-123.33735,"2021-06-14T18:20:00-07:00",,"Andrew Simon","false","research",,2021-06-15 01:20:00
"Spizella passerina",9135,"Spizella passerina",0,"accepted","Chipping Sparrow",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Passerellidae","","","Spizella","passerina","iNat:83098059",48.867124,-123.33641,"2021-06-14T18:25:00-07:00",,"Andrew Simon","false","research",34,2021-06-15 01:25:00
