"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",0,"accepted","Vancouver Island Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:44951289",48.906236,-123.369752,"2020-05-04T17:47:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:47:00
"Thuja plicata",48252,"Thuja plicata",0,"accepted","western redcedar",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Cupressaceae","Cupressoideae","","Thuja","plicata","iNat:44951283",48.906236,-123.369752,"2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00
"Cytisus scoparius",48538,"Cytisus scoparius",0,"accepted","Scotch Broom",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Genisteae","Cytisus","scoparius","iNat:44951284",48.906236,-123.369752,"2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00
"Arbutus menziesii",51046,"Arbutus menziesii",0,"accepted","Pacific madrone",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Arbutoideae","","Arbutus","menziesii","iNat:44951286",48.906236,-123.369752,"2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00
"Amelanchier alnifolia",75415,"Amelanchier alnifolia",0,"accepted","Saskatoon",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Maleae","Amelanchier","alnifolia","iNat:44951287",48.906236,-123.369752,"2020-05-04T17:49:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:49:00
"Pseudotsuga menziesii menziesii",63910,"Pseudotsuga menziesii menziesii",0,"accepted","Coast Douglas-fir",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Pinaceae","Pinoideae","","Pseudotsuga","menziesii","iNat:44951282",48.906236,-123.369752,"2020-05-04T17:50:00-07:00",,"Andrew Simon","false","research",24,2020-05-05 00:50:00
"Crataegus monogyna",51147,"Crataegus monogyna",0,"accepted","common hawthorn",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Maleae","Crataegus","monogyna","iNat:44951280",48.908046,-123.368539,"2020-05-04T17:58:00-07:00",,"Andrew Simon","false","research",36,2020-05-05 00:58:00
"Vaccinium ovatum",48349,"Vaccinium ovatum",0,"accepted","Evergreen Huckleberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Vaccinieae","Vaccinium","ovatum","iNat:44951279",48.908398,-123.368331,"2020-05-04T18:00:00-07:00",,"Andrew Simon","false","research",28,2020-05-05 01:00:00
"Plectritis congesta",57786,"Plectritis congesta",0,"accepted","shortspur seablush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Valerianoideae","","Plectritis","congesta","iNat:44950139",48.90905,-123.36804,"2020-05-04T18:03:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:03:00
"Bombus mixtus",319125,"Bombus mixtus",0,"accepted","Fuzzy-Horned Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","mixtus","iNat:44951278",48.90904,-123.367836,"2020-05-04T18:03:00-07:00",,"Andrew Simon","false","research",20,2020-05-05 01:03:00
"Cerastium glomeratum",52973,"Cerastium glomeratum",0,"accepted","Sticky mouse-ear chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Cerastium","glomeratum","iNat:44950136",48.909025,-123.368033,"2020-05-04T18:04:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:04:00
"Anthopleura artemisia",51658,"Anthopleura artemisia",0,"accepted","Moonglow Anemone",,"Animalia","Cnidaria","","","Anthozoa","Hexacorallia","","Actiniaria","Enthemonae","","Actinioidea","Actiniidae","","","Anthopleura","artemisia","iNat:44950135",48.90904,-123.368,"2020-05-04T18:07:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:07:00
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:44950132",48.908902,-123.367237,"2020-05-04T18:12:00-07:00",,"Andrew Simon","false","needs_id",,2020-05-05 01:12:00
"Montia parvifolia",78123,"Montia parvifolia",0,"accepted","Small-leaved Blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","parvifolia","iNat:44950130",48.908918,-123.367205,"2020-05-04T18:13:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:13:00
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:44950129",48.908917,-123.367203,"2020-05-04T18:14:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:14:00
"Polypodium glycyrrhiza",55104,"Polypodium glycyrrhiza",0,"accepted","licorice fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Polypodiaceae","Polypodioideae","","Polypodium","glycyrrhiza","iNat:44950123",48.908925,-123.36722,"2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:15:00
"Hylocomiadelphus triquetrus",1138381,"Hylocomiadelphus triquetrus",0,"accepted","rough goose neck moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Hylocomiaceae","","","Hylocomiadelphus","triquetrus","iNat:44950124",48.908925,-123.36722,"2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:15:00
"Fritillaria affinis",50618,"Fritillaria affinis",0,"accepted","checker lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Fritillaria","affinis","iNat:44950126",48.908927,-123.36722,"2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:15:00
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:44950128",48.908927,-123.36722,"2020-05-04T18:15:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:15:00
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",0,"accepted","Vancouver Island Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:44950121",48.908918,-123.367247,"2020-05-04T18:16:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:16:00
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:44950120",48.908927,-123.3673,"2020-05-04T18:17:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:17:00
"Senecio vulgaris",53211,"Senecio vulgaris",0,"accepted","common groundsel",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Senecioneae","Senecio","vulgaris","iNat:44950118",48.90891,-123.367308,"2020-05-04T18:18:00-07:00",,"Andrew Simon","false","needs_id",,2020-05-05 01:18:00
"Marsupella emarginata",165172,"Marsupella emarginata",0,"accepted","Notched Rustwort",,"Plantae","Marchantiophyta","","","Jungermanniopsida","Jungermanniidae","","Jungermanniales","Jungermanniineae","","","Gymnomitriaceae","","","Marsupella","emarginata","iNat:44942165",48.908907,-123.367322,"2020-05-04T18:19:00-07:00",,"Andrew Simon","false","needs_id",,2020-05-05 01:19:00
"Bryum",67867,"Bryum",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Bryum","","iNat:45216810",48.908944,-123.367347,"2020-05-04T18:23:00-07:00",,"Andrew Simon","false","needs_id",,2020-05-05 01:23:00
"Lichenomphalia ericetorum",1497645,"Lichenomphalia ericetorum",0,"accepted","Lichen Agaric",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","Agaricomycetidae","","Agaricales","Hygrophorineae","","","Hygrophoraceae","Lichenomphalioideae","Lichenomphalieae","Lichenomphalia","ericetorum","iNat:44950116",48.908937,-123.367383,"2020-05-04T18:25:00-07:00",,"Andrew Simon","false","research",,2020-05-05 01:25:00
"Fissidens crispus",67883,"Fissidens crispus",0,"accepted","Herzog's Pocket-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Dicranales","","","","Fissidentaceae","","","Fissidens","crispus","iNat:44950117",48.908333,-123.36843,"2020-05-04T18:30:00-07:00",,"Andrew Simon","false","needs_id",,2020-05-05 01:30:00
