"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Berberis aquifolium",126887,"Berberis aquifolium",0,"accepted","Oregon grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:111105965",48.952663,-123.533417,"2022-04-07T14:05:28-07:00",,"Caitlin Robinson","false","research",10,2022-04-07 21:05:28
"Veronica arvensis",55748,"Veronica arvensis",0,"accepted","corn speedwell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Veroniceae","Veronica","arvensis","iNat:111106246",48.952595,-123.533372,"2022-04-07T14:06:37-07:00",,"Caitlin Robinson","false","research",16,2022-04-07 21:06:37
"Polypodium glycyrrhiza",55104,"Polypodium glycyrrhiza",0,"accepted","licorice fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Polypodiaceae","Polypodioideae","","Polypodium","glycyrrhiza","iNat:111107265",48.952503,-123.533233,"2022-04-07T14:11:19-07:00",,"Caitlin Robinson","false","research",10,2022-04-07 21:11:19
"Pentagramma triangularis",52676,"Pentagramma triangularis",0,"accepted","goldback fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Pteridineae","","","Pteridaceae","Cheilanthoideae","","Pentagramma","triangularis","iNat:111106740",48.952472,-123.533203,"2022-04-07T14:11:35-07:00",,"Caitlin Robinson","false","research",10,2022-04-07 21:11:35
"Selaginella wallacei",63875,"Selaginella wallacei",0,"accepted","Wallace's spikemoss",,"Plantae","Tracheophyta","","","Lycopodiopsida","","","Selaginellales","","","","Selaginellaceae","","","Selaginella","wallacei","iNat:111107513",48.952603,-123.533347,"2022-04-07T14:12:58-07:00",,"Caitlin Robinson","false","research",16,2022-04-07 21:12:58
"Cerastium glomeratum",52973,"Cerastium glomeratum",0,"accepted","Sticky mouse-ear chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Cerastium","glomeratum","iNat:111107913",48.952308,-123.5335,"2022-04-07T14:15:18-07:00",,"Caitlin Robinson","false","research",10,2022-04-07 21:15:18
"Hieracium albiflorum",63937,"Hieracium albiflorum",0,"accepted","white hawkweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Hieracium","albiflorum","iNat:111108068",48.952545,-123.533188,"2022-04-07T14:16:33-07:00",,"Caitlin Robinson","false","needs_id",10,2022-04-07 21:16:33
"Sedum spathulifolium",58886,"Sedum spathulifolium",0,"accepted","Broad-leaved Stonecrop",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:111108598",48.952533,-123.533417,"2022-04-07T14:25:55-07:00",,"Caitlin Robinson","false","research",16,2022-04-07 21:25:55
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:111108432",48.952595,-123.533492,"2022-04-07T14:27:33-07:00",,"Caitlin Robinson","false","needs_id",16,2022-04-07 21:27:33
"Collinsia grandiflora",76409,"Collinsia grandiflora",0,"accepted","Giant Blue-eyed Mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","grandiflora","iNat:111108821",48.952583,-123.533508,"2022-04-07T14:28:17-07:00",,"Caitlin Robinson","false","research",16,2022-04-07 21:28:17
"Castilleja hispida hispida",234938,"Castilleja hispida hispida",0,"accepted","Harsh Indian-paintbrush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Orobanchaceae","","Pedicularideae","Castilleja","hispida","iNat:111105491",48.952695,-123.53357,"2022-04-07T14:29:25-07:00",,"Caitlin Robinson","false","research",16,2022-04-07 21:29:25
"Piperia",132363,"Piperia",0,"accepted","Rein Orchids",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Orchidaceae","Orchidoideae","Orchideae","Platanthera","","iNat:111109148",48.952705,-123.533653,"2022-04-07T14:31:11-07:00",,"Caitlin Robinson","false","needs_id",10,2022-04-07 21:31:11
