"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Setophaga coronata",145245,"Setophaga coronata",0,"accepted","Yellow-rumped Warbler",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Parulidae","","","Setophaga","coronata","iNat:42365191",48.867331,-123.37581,"2020-04-12T13:58:00-07:00",,"Andrew Simon","false","research",41,2020-04-12 20:58:00
"Lithophragma parviflorum",77791,"Lithophragma parviflorum",0,"accepted","smallflower woodland star",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Heuchereae","Lithophragma","parviflorum","iNat:42365197",48.86748,-123.376484,"2020-04-12T14:02:00-07:00",,"Andrew Simon","false","research",43,2020-04-12 21:02:00
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:42365199",48.867264,-123.376256,"2020-04-12T14:04:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:04:00
"Ranunculus occidentalis",68057,"Ranunculus occidentalis",0,"accepted","Western Buttercup",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","occidentalis","iNat:42365198",48.867342,-123.376263,"2020-04-12T14:07:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-12 21:07:00
"Lomatium utriculatum",56827,"Lomatium utriculatum",0,"accepted","Foothill desert-parsley",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Apiales","","","","Apiaceae","Apioideae","Selineae","Lomatium","utriculatum","iNat:42365205",48.867403,-123.376238,"2020-04-12T14:08:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:08:00
"Veronica arvensis",55748,"Veronica arvensis",0,"accepted","corn speedwell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Veroniceae","Veronica","arvensis","iNat:42365208",48.86739,-123.376218,"2020-04-12T14:08:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:08:00
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:42365207",48.86738,-123.376238,"2020-04-12T14:10:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-12 21:10:00
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:42365210",48.86738,-123.376243,"2020-04-12T14:10:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:10:00
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:42365211",48.867372,-123.37628,"2020-04-12T14:11:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-12 21:11:00
"Cystopteris fragilis",58755,"Cystopteris fragilis",0,"accepted","brittle bladderfern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Aspleniinae","","","Cystopteridaceae","","","Cystopteris","fragilis","iNat:42365212",48.867388,-123.376323,"2020-04-12T14:12:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:12:00
"Eriophyllum lanatum",77049,"Eriophyllum lanatum",0,"accepted","common woolly sunflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Madieae","Eriophyllum","lanatum","iNat:42365215",48.867427,-123.3764,"2020-04-12T14:15:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:15:00
"Sonchus asper",53269,"Sonchus asper",0,"accepted","prickly sowthistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Sonchus","asper","iNat:42365217",48.867422,-123.376397,"2020-04-12T14:16:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:16:00
"Trifolium oliganthum",71122,"Trifolium oliganthum",0,"accepted","few-flowered clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","oliganthum","iNat:42365221",48.867405,-123.376342,"2020-04-12T14:19:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:19:00
"Veronica arvensis",55748,"Veronica arvensis",0,"accepted","corn speedwell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Veroniceae","Veronica","arvensis","iNat:42365227",48.867663,-123.376402,"2020-04-12T14:22:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:22:00
"Veronica arvensis",55748,"Veronica arvensis",0,"accepted","corn speedwell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Veroniceae","Veronica","arvensis","iNat:42365229",48.867663,-123.376402,"2020-04-12T14:22:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:22:00
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:42365230",48.867489,-123.376144,"2020-04-12T14:30:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:30:00
"Aphyllon purpureum",739040,"Aphyllon purpureum",0,"accepted","oneflower broomrape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Orobanchaceae","","Orobancheae","Aphyllon","purpureum","iNat:42365236",48.867619,-123.376286,"2020-04-12T14:38:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:38:00
"Erodium cicutarium",47687,"Erodium cicutarium",0,"accepted","Redstem Stork's-bill",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Geraniales","","","","Geraniaceae","","","Erodium","cicutarium","iNat:42365241",48.86762,-123.376287,"2020-04-12T14:38:00-07:00",,"Andrew Simon","false","research",,2020-04-12 21:38:00
"Myosotis discolor",70265,"Myosotis discolor",0,"accepted","Changing Forget-me-not",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Cynoglossoideae","Myosotideae","Myosotis","discolor","iNat:42365243",48.867622,-123.376538,"2020-04-12T14:38:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-12 21:38:00
"Erynnis propertius",59187,"Erynnis propertius",0,"accepted","Propertius Duskywing",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Papilionoidea","Hesperiidae","Pyrginae","Erynnini","Erynnis","propertius","iNat:42365192",48.8686,-123.377657,"2020-04-12T14:49:00-07:00",,"Andrew Simon","false","research",35,2020-04-12 21:49:00
"Bombylius major",51557,"Bombylius major",0,"accepted","Greater Bee Fly",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Asiloidea","Bombyliidae","Bombyliinae","Bombyliini","Bombylius","major","iNat:42365190",48.870704,-123.380941,"2020-04-12T15:00:00-07:00",,"Andrew Simon","false","research",23,2020-04-12 22:00:00
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:42365250",48.869311,-123.378347,"2020-04-12T15:24:00-07:00",,"Andrew Simon","false","research",,2020-04-12 22:24:00
