"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Matricaria discoidea",52992,"Matricaria discoidea",0,"accepted","pineapple-weed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Anthemideae","Matricaria","discoidea","iNat:85701672",48.900343,-123.406861,"2021-07-04T13:51:00-07:00",,"Andrew Simon","false","research",8,2021-07-04 20:51:00
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis",0,"accepted","Vancouver Island Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:85701675",48.900475,-123.406822,"2021-07-04T13:57:00-07:00",,"Andrew Simon","false","research",,2021-07-04 20:57:00
"Leontodon saxatilis saxatilis",60975,"Leontodon saxatilis saxatilis",0,"accepted","Lesser Hawkbit",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Leontodon","saxatilis","iNat:85701677",48.900456,-123.406789,"2021-07-04T13:58:00-07:00",,"Andrew Simon","false","needs_id",,2021-07-04 20:58:00
"Cirsium vulgare",52989,"Cirsium vulgare",0,"accepted","Bull Thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Carduoideae","Cardueae","Cirsium","vulgare","iNat:85701683",48.900095,-123.406652,"2021-07-04T14:02:00-07:00",,"Andrew Simon","false","research",,2021-07-04 21:02:00
"Pseudognaphalium stramineum",53089,"Pseudognaphalium stramineum",0,"accepted","cottonbatting plant",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Gnaphalieae","Pseudognaphalium","stramineum","iNat:85701684",48.900122,-123.406667,"2021-07-04T14:02:00-07:00",,"Andrew Simon","false","research",,2021-07-04 21:02:00
"Platanthera unalascensis",840638,"Platanthera unalascensis",0,"accepted","Alaska Rein Orchid",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Orchidaceae","Orchidoideae","Orchideae","Platanthera","unalascensis","iNat:85701685",48.899195,-123.407282,"2021-07-04T14:14:00-07:00",,"Andrew Simon","false","research",,2021-07-04 21:14:00
"Monotropa uniflora",49477,"Monotropa uniflora",0,"accepted","Ghost Pipe",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Monotropoideae","","Monotropa","uniflora","iNat:85701686",48.894395,-123.404717,"2021-07-04T14:30:00-07:00",,"Andrew Simon","false","research",52,2021-07-04 21:30:00
"Amelanchier alnifolia semiintegrifolia",80360,"Amelanchier alnifolia semiintegrifolia",0,"accepted","Pacific saskatoon",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Maleae","Amelanchier","alnifolia","iNat:85701687",48.894404,-123.404795,"2021-07-04T14:32:00-07:00",,"Andrew Simon","false","research",71,2021-07-04 21:32:00
"Phaeolus schweinitzii",118084,"Phaeolus schweinitzii",0,"accepted","Dyer's Polypore",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","","","Polyporales","","","","Phaeolaceae","","","Phaeolus","schweinitzii","iNat:85701697",48.893986,-123.405856,"2021-07-04T14:43:00-07:00",,"Andrew Simon","false","research",,2021-07-04 21:43:00
"Prunella vulgaris",52764,"Prunella vulgaris",0,"accepted","common selfheal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Lamiaceae","Nepetoideae","Mentheae","Prunella","vulgaris","iNat:85701696",48.893997,-123.406861,"2021-07-04T14:49:00-07:00",,"Andrew Simon","false","research",,2021-07-04 21:49:00
"Platanthera unalascensis",840638,"Platanthera unalascensis",0,"accepted","Alaska Rein Orchid",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Orchidaceae","Orchidoideae","Orchideae","Platanthera","unalascensis","iNat:85701695",48.895147,-123.409544,"2021-07-04T14:56:00-07:00",,"Andrew Simon","false","research",,2021-07-04 21:56:00
