"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Dissosteira carolina",126206,"Dissosteira carolina",0,"accepted","Carolina Grasshopper",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Orthoptera","Caelifera","Acrididea","Acridoidea","Acrididae","Oedipodinae","Trimerotropini","Dissosteira","carolina","iNat:57128053",49.012736,-123.573061,"2020-08-15T08:42:00-07:00",,"Andrew Simon","false","research",37,2020-08-15 15:42:00
"Bombus vancouverensis",1020304,"Bombus vancouverensis",0,"accepted","Vancouver Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:57128047",49.012736,-123.573061,"2020-08-15T08:43:00-07:00",,"Andrew Simon","false","research",37,2020-08-15 15:43:00
"Ligia occidentalis",117674,"Ligia occidentalis",0,"accepted","Western Sea Slater",,"Animalia","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Peracarida","Isopoda","Oniscidea","Diplocheta","","Ligiidae","","","Ligia","occidentalis","iNat:57128041",49.013201,-123.57232,"2020-08-15T08:47:00-07:00",,"Andrew Simon","false","research",36,2020-08-15 15:47:00
"Ardea herodias",4956,"Ardea herodias",0,"accepted","Great Blue Heron",,"Animalia","Chordata","Vertebrata","","Aves","","","Pelecaniformes","","","","Ardeidae","Ardeinae","","Ardea","herodias","iNat:57128036",49.013201,-123.57232,"2020-08-15T08:59:00-07:00",,"Andrew Simon","false","research",36,2020-08-15 15:59:00
"Balanus glandula",81610,"Balanus glandula",0,"accepted","Pacific Acorn Barnacle",,"Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha","","","Balanoidea","Balanidae","","","Balanus","glandula","iNat:57128042",49.01399,-123.572717,"2020-08-15T09:01:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:01:00
"Rubus ursinus",53445,"Rubus ursinus",0,"accepted","trailing blackberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","ursinus","iNat:57128033",49.01318,-123.572633,"2020-08-15T09:10:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:10:00
"Spinus pinus",145304,"Spinus pinus",0,"accepted","Pine Siskin",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Fringillidae","","","Spinus","pinus","iNat:57128027",49.012694,-123.572141,"2020-08-15T09:11:00-07:00",,"Andrew Simon","false","research",34,2020-08-15 16:11:00
"Bombus vancouverensis",1020304,"Bombus vancouverensis",0,"accepted","Vancouver Bumble Bee",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:57128019",49.013139,-123.572703,"2020-08-15T09:12:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:12:00
"Loxia curvirostra",10411,"Loxia curvirostra",0,"accepted","Red Crossbill",,"Animalia","Chordata","Vertebrata","","Aves","","","Passeriformes","","","","Fringillidae","","","Loxia","curvirostra","iNat:57128025",49.013208,-123.572436,"2020-08-15T09:14:00-07:00",,"Andrew Simon","false","research",21,2020-08-15 16:14:00
"Sonchus arvensis",79156,"Sonchus arvensis",0,"accepted","Perennial Sow Thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Sonchus","arvensis","iNat:57128029",49.01317,-123.572682,"2020-08-15T09:14:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:14:00
"Rosa nutkana",78883,"Rosa nutkana",0,"accepted","Nootka rose",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Roseae","Rosa","nutkana","iNat:57128012",49.013113,-123.57255,"2020-08-15T09:15:00-07:00",,"Andrew Simon","false","needs_id",,2020-08-15 16:15:00
"Quercus garryana",68632,"Quercus garryana",0,"accepted","Oregon oak",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fagales","","","","Fagaceae","","","Quercus","garryana","iNat:57128010",49.012913,-123.57299,"2020-08-15T09:18:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:18:00
"Holodiscus discolor",53414,"Holodiscus discolor",0,"accepted","Ocean spray",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Spiraeeae","Holodiscus","discolor","iNat:57128005",49.013145,-123.572888,"2020-08-15T09:19:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:19:00
"Arbutus menziesii",51046,"Arbutus menziesii",0,"accepted","Pacific madrone",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Arbutoideae","","Arbutus","menziesii","iNat:57128006",49.013005,-123.572882,"2020-08-15T09:19:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:19:00
"Lonicera hispidula",53416,"Lonicera hispidula",0,"accepted","Pink Honeysuckle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Caprifolioideae","","Lonicera","hispidula","iNat:57128000",49.01313,-123.572862,"2020-08-15T09:20:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:20:00
"Juniperus maritima",164313,"Juniperus maritima",0,"accepted","Seaside Juniper",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Cupressaceae","Cupressoideae","","Juniperus","maritima","iNat:57128001",49.01313,-123.572863,"2020-08-15T09:20:00-07:00",,"Andrew Simon","false","needs_id",,2020-08-15 16:20:00
"Clinopodium douglasii",53203,"Clinopodium douglasii",0,"accepted","yerba buena",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Lamiaceae","Nepetoideae","Mentheae","Clinopodium","douglasii","iNat:57128002",49.013128,-123.572883,"2020-08-15T09:20:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:20:00
"Berberis aquifolium",126887,"Berberis aquifolium",0,"accepted","Oregon grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:57128007",49.013147,-123.572878,"2020-08-15T09:20:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:20:00
"Nephroma laevigatum",117847,"Nephroma laevigatum",0,"accepted","Mustard Kidney Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Nephromataceae","","","Nephroma","laevigatum","iNat:57127998",49.013347,-123.572942,"2020-08-15T09:26:00-07:00",,"Andrew Simon","false","needs_id",,2020-08-15 16:26:00
"Harmonia axyridis",48484,"Harmonia axyridis",0,"accepted","Asian Lady Beetle",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","Coccinellinae","Coccinellini","Harmonia","axyridis","iNat:57127997",49.013314,-123.572933,"2020-08-15T09:28:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:28:00
"Ramalina subleptocarpha",203077,"Ramalina subleptocarpha",0,"accepted","Slit-rimmed ramalina",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Ramalinaceae","","","Ramalina","subleptocarpha","iNat:57127989",49.013307,-123.572927,"2020-08-15T09:30:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:30:00
"Berberis aquifolium",126887,"Berberis aquifolium",0,"accepted","Oregon grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:57127987",49.013777,-123.57379,"2020-08-15T09:37:00-07:00",,"Andrew Simon","false","research",,2020-08-15 16:37:00
"Physcia adscendens",124439,"Physcia adscendens",0,"accepted","Hooded Rosette Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","adscendens","iNat:57127977",49.013713,-123.573758,"2020-08-15T09:39:00-07:00",,"Andrew Simon","false","needs_id",,2020-08-15 16:39:00
"Plantago lanceolata",53178,"Plantago lanceolata",0,"accepted","ribwort plantain",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Plantagineae","Plantago","lanceolata","iNat:57127979",49.013011,-123.57234,"2020-08-15T09:39:00-07:00",,"Andrew Simon","false","research",42,2020-08-15 16:39:00
"Xanthoparmelia",60724,"Xanthoparmelia",0,"accepted","rock shield lichens",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Xanthoparmelia","","iNat:57127982",49.013727,-123.573738,"2020-08-15T09:39:00-07:00",,"Andrew Simon","false","needs_id",,2020-08-15 16:39:00
"Nephroma laevigatum",117847,"Nephroma laevigatum",0,"accepted","Mustard Kidney Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Nephromataceae","","","Nephroma","laevigatum","iNat:57127984",49.013752,-123.573722,"2020-08-15T09:39:00-07:00",,"Andrew Simon","false","needs_id",,2020-08-15 16:39:00
