"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Elgaria coerulea",32064,"Elgaria coerulea",0,"accepted","Northern Alligator Lizard",,"Animalia","Chordata","Vertebrata","","Reptilia","","","Squamata","Sauria","","","Anguidae","Gerrhonotinae","","Elgaria","coerulea","iNat:114122074",48.867017,-123.375553,"2022-04-30T10:05:00-07:00",,"Andrew Simon","false","research",32,2022-04-30 17:05:00
"Hedwigia stellata",163552,"Hedwigia stellata",0,"accepted","Starry Hoarmoss",,"Plantae","Bryophyta","","","Bryopsida","","","Hedwigiales","","","","Hedwigiaceae","","","Hedwigia","stellata","iNat:114122076",48.867017,-123.375553,"2022-04-30T10:09:00-07:00",,"Andrew Simon","false","needs_id",32,2022-04-30 17:09:00
"Cladonia",49490,"Cladonia",0,"accepted","pixie cup and reindeer lichens",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","","iNat:114122077",48.866757,-123.375417,"2022-04-30T10:11:00-07:00",,"Andrew Simon","false","needs_id",25,2022-04-30 17:11:00
"Trifolium microcephalum",58911,"Trifolium microcephalum",0,"accepted","small-headed clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","microcephalum","iNat:114122081",48.866715,-123.3754,"2022-04-30T10:13:00-07:00",,"Andrew Simon","false","research",25,2022-04-30 17:13:00
"Physcia adscendens",124439,"Physcia adscendens",0,"accepted","Hooded Rosette Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","adscendens","iNat:114122084",48.866498,-123.375145,"2022-04-30T10:18:00-07:00",,"Andrew Simon","false","needs_id",25,2022-04-30 17:18:00
"Vicia lathyroides",79503,"Vicia lathyroides",0,"accepted","spring vetch",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Fabeae","Vicia","lathyroides","iNat:114122090",48.86649,-123.375117,"2022-04-30T10:18:00-07:00",,"Andrew Simon","false","needs_id",25,2022-04-30 17:18:00
"Diploschistes muscorum",124441,"Diploschistes muscorum",0,"accepted","Cowpie Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Ostropales","","","","Graphidaceae","","","Diploschistes","muscorum","iNat:114122091",48.866253,-123.374867,"2022-04-30T10:22:00-07:00",,"Andrew Simon","false","needs_id",25,2022-04-30 17:22:00
"Claytonia exigua",57233,"Claytonia exigua",0,"accepted","Pale Springbeauty",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Claytonia","exigua","iNat:114122104",48.866243,-123.374832,"2022-04-30T10:28:00-07:00",,"Andrew Simon","false","research",25,2022-04-30 17:28:00
"Castilleja attenuata",49341,"Castilleja attenuata",0,"accepted","valley tassels",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Orobanchaceae","","Pedicularideae","Castilleja","attenuata","iNat:114122105",48.86597,-123.374345,"2022-04-30T10:30:00-07:00",,"Andrew Simon","false","research",25,2022-04-30 17:30:00
"Trifolium microcephalum",58911,"Trifolium microcephalum",0,"accepted","small-headed clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","microcephalum","iNat:114122109",48.866002,-123.37437,"2022-04-30T10:30:00-07:00",,"Andrew Simon","false","research",25,2022-04-30 17:30:00
"Lepidium virginicum menziesii",79971,"Lepidium virginicum menziesii",0,"accepted","Menzies' pepperweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Lepidieae","Lepidium","virginicum","iNat:114122114",48.865988,-123.374593,"2022-04-30T10:33:00-07:00",,"Andrew Simon","false","needs_id",25,2022-04-30 17:33:00
"Vinealobryum norrisii",1282316,"Vinealobryum norrisii",0,"accepted","Norris' beard moss",,"Plantae","Bryophyta","","","Bryopsida","","","Pottiales","","","","Pottiaceae","","","Vinealobryum","norrisii","iNat:114122116",48.865818,-123.375015,"2022-04-30T10:48:00-07:00",,"Andrew Simon","false","needs_id",25,2022-04-30 17:48:00
"Monadenia fidelis",62803,"Monadenia fidelis",0,"accepted","Pacific Sideband",,"Animalia","Mollusca","","","Gastropoda","Heterobranchia","Eupulmonata","Stylommatophora","Helicina","Helicoidei","Helicoidea","Xanthonychidae","Monadeniinae","","Monadenia","fidelis","iNat:114122121",48.865883,-123.375245,"2022-04-30T10:54:00-07:00",,"Andrew Simon","false","research",25,2022-04-30 17:54:00
