"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Rubus spectabilis",47543,"Rubus spectabilis",0,"accepted","Salmonberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","spectabilis","iNat:42681976",48.912228,-123.386243,"2020-04-19T11:29:00-07:00",,"Andrew Simon","false","research",40,2020-04-19 18:29:00
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:42681977",48.912228,-123.386243,"2020-04-19T11:32:00-07:00",,"Andrew Simon","false","needs_id",40,2020-04-19 18:32:00
"Racomitrium aciculare",129655,"Racomitrium aciculare",0,"accepted","Yellow Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","aciculare","iNat:42681978",48.912228,-123.386243,"2020-04-19T11:33:00-07:00",,"Andrew Simon","false","needs_id",40,2020-04-19 18:33:00
"Plectritis congesta",57786,"Plectritis congesta",0,"accepted","shortspur seablush",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Valerianoideae","","Plectritis","congesta","iNat:42681988",48.913596,-123.387064,"2020-04-19T11:38:00-07:00",,"Andrew Simon","false","research",40,2020-04-19 18:38:00
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:42681990",48.913596,-123.387064,"2020-04-19T11:38:00-07:00",,"Andrew Simon","false","research",40,2020-04-19 18:38:00
"Erythranthe alsinoides",771843,"Erythranthe alsinoides",0,"accepted","wingstem monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","alsinoides","iNat:42681991",48.914136,-123.386956,"2020-04-19T11:41:00-07:00",,"Andrew Simon","false","research",,2020-04-19 18:41:00
"Cerastium glomeratum",52973,"Cerastium glomeratum",0,"accepted","Sticky mouse-ear chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Cerastium","glomeratum","iNat:42681999",48.914139,-123.386989,"2020-04-19T11:42:00-07:00",,"Andrew Simon","false","research",,2020-04-19 18:42:00
"Erythranthe microphylla",453717,"Erythranthe microphylla",0,"accepted","Small-leaf Monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","microphylla","iNat:42682003",48.914133,-123.38708,"2020-04-19T11:42:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-19 18:42:00
"Cycloneda polita",55492,"Cycloneda polita",0,"accepted","Western Polished Lady Beetle",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Cucujiformia","Coccinelloidea","Coccinellidae","Coccinellinae","Coccinellini","Cycloneda","polita","iNat:42682006",48.914097,-123.387097,"2020-04-19T11:42:00-07:00",,"Andrew Simon","false","research",,2020-04-19 18:42:00
"Balanidae",49128,"Balanidae",0,"accepted","",,"Animalia","Arthropoda","Crustacea","Multicrustacea","Hexanauplia","Thecostraca","Thoracicalcarea","Balanomorpha","","","Balanoidea","Balanidae","","","","","iNat:42682007",48.914095,-123.387082,"2020-04-19T11:44:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-19 18:44:00
"Berberis aquifolium",126887,"Berberis aquifolium",0,"accepted","Oregon grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:42682010",48.914042,-123.387408,"2020-04-19T11:45:00-07:00",,"Andrew Simon","false","research",,2020-04-19 18:45:00
"Teesdalia nudicaulis",79325,"Teesdalia nudicaulis",0,"accepted","Shepherd's Cress",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Iberideae","Teesdalia","nudicaulis","iNat:42682016",48.914622,-123.389111,"2020-04-19T11:47:00-07:00",,"Andrew Simon","false","needs_id",27,2020-04-19 18:47:00
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:42682020",48.914688,-123.38878,"2020-04-19T11:55:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-19 18:55:00
"Stellaria media",53298,"Stellaria media",0,"accepted","common chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Stellaria","media","iNat:42682019",48.914672,-123.389428,"2020-04-19T11:59:00-07:00",,"Andrew Simon","false","research",,2020-04-19 18:59:00
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:42682035",48.914671,-123.389299,"2020-04-19T12:07:00-07:00",,"Andrew Simon","false","research",19,2020-04-19 19:07:00
"Fritillaria affinis",50618,"Fritillaria affinis",0,"accepted","checker lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Fritillaria","affinis","iNat:42682036",48.915964,-123.392811,"2020-04-19T12:08:00-07:00",,"Andrew Simon","false","research",,2020-04-19 19:08:00
"Micranthes rufidula",357949,"Micranthes rufidula",0,"accepted","Rustyhair Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","rufidula","iNat:42682038",48.917068,-123.395353,"2020-04-19T12:15:00-07:00",,"Andrew Simon","false","needs_id",,2020-04-19 19:15:00
"Melanolophia imitata",224588,"Melanolophia imitata",0,"accepted","Western Carpet",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Lepidoptera","","","Geometroidea","Geometridae","Ennominae","Boarmiini","Melanolophia","imitata","iNat:42682049",48.917006,-123.396246,"2020-04-19T12:20:00-07:00",,"Andrew Simon","false","research",90,2020-04-19 19:20:00
"Bombylius major",51557,"Bombylius major",0,"accepted","Greater Bee Fly",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Diptera","Brachycera","Orthorrhapha","Asiloidea","Bombyliidae","Bombyliinae","Bombyliini","Bombylius","major","iNat:42682050",48.917006,-123.396246,"2020-04-19T12:28:00-07:00",,"Andrew Simon","false","research",90,2020-04-19 19:28:00
