"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Leucolepis acanthoneura",120870,"Leucolepis acanthoneura",0,"accepted","Menzies' Tree Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Mniaceae","","","Leucolepis","acanthoneura","iNat:83097973",48.885125,-123.355577,"2021-06-14T14:56:00-07:00",,"Andrew Simon","false","research",33,2021-06-14 21:56:00
"Digitalis purpurea",53983,"Digitalis purpurea",0,"accepted","purple foxglove",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Digitalideae","Digitalis","purpurea","iNat:83097976",48.884759,-123.356272,"2021-06-14T15:02:00-07:00",,"Andrew Simon","false","research",14,2021-06-14 22:02:00
"Gaultheria shallon",48441,"Gaultheria shallon",0,"accepted","salal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:83097977",48.88465,-123.356315,"2021-06-14T15:03:00-07:00",,"Andrew Simon","false","research",,2021-06-14 22:03:00
"Hieracium albiflorum",63937,"Hieracium albiflorum",0,"accepted","white hawkweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Hieracium","albiflorum","iNat:83097978",48.885293,-123.356375,"2021-06-14T15:07:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 22:07:00
"Berberis nervosa",75756,"Berberis nervosa",0,"accepted","Cascade Oregon-grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","nervosa","iNat:83097979",48.885293,-123.356375,"2021-06-14T15:07:00-07:00",,"Andrew Simon","false","research",,2021-06-14 22:07:00
"Anisocarpus madioides",53137,"Anisocarpus madioides",0,"accepted","woodland madia",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Madieae","Anisocarpus","madioides","iNat:83097980",48.885318,-123.356322,"2021-06-14T15:07:00-07:00",,"Andrew Simon","false","research",,2021-06-14 22:07:00
"Vaccinium ovatum",48349,"Vaccinium ovatum",0,"accepted","Evergreen Huckleberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Vaccinieae","Vaccinium","ovatum","iNat:83097981",48.88543,-123.356297,"2021-06-14T15:08:00-07:00",,"Andrew Simon","false","research",,2021-06-14 22:08:00
"Berberis nervosa",75756,"Berberis nervosa",0,"accepted","Cascade Oregon-grape",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Berberis","nervosa","iNat:83097982",48.885419,-123.356337,"2021-06-14T15:11:00-07:00",,"Andrew Simon","false","research",27,2021-06-14 22:11:00
"Pseudotsuga menziesii",48256,"Pseudotsuga menziesii",0,"accepted","common Douglas-fir",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Pinaceae","Pinoideae","","Pseudotsuga","menziesii","iNat:83097983",48.885189,-123.356697,"2021-06-14T15:11:00-07:00",,"Andrew Simon","false","research",,2021-06-14 22:11:00
"Festuca occidentalis",59091,"Festuca occidentalis",0,"accepted","western fescue",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Poeae","Festuca","occidentalis","iNat:83097985",48.885277,-123.356897,"2021-06-14T15:13:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 22:13:00
"Campanula scouleri",75991,"Campanula scouleri",0,"accepted","scouler's harebell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Campanulaceae","Campanuloideae","","Campanula","scouleri","iNat:83097986",48.885302,-123.356968,"2021-06-14T15:18:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 22:18:00
"Melica subulata",77986,"Melica subulata",0,"accepted","Alaska Oniongrass",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Poaceae","Pooideae","Meliceae","Melica","subulata","iNat:83097987",48.88572,-123.35803,"2021-06-14T15:21:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 22:21:00
"Campanula scouleri",75991,"Campanula scouleri",0,"accepted","scouler's harebell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Campanulaceae","Campanuloideae","","Campanula","scouleri","iNat:83097988",48.887007,-123.358781,"2021-06-14T15:23:00-07:00",,"Andrew Simon","false","needs_id",37,2021-06-14 22:23:00
"Corallorhiza maculata occidentalis",80615,"Corallorhiza maculata occidentalis",0,"accepted","Western spotted coralroot",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Orchidaceae","Epidendroideae","Epidendreae","Corallorhiza","maculata","iNat:83175769",48.88588,-123.358275,"2021-06-14T15:26:35-07:00",,"Caitlin Robinson","false","needs_id",24,2021-06-14 22:26:35
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:83169221",48.8862,-123.357987,"2021-06-14T15:30:17-07:00",,"Caitlin Robinson","false","research",1533,2021-06-14 22:30:17
"Epilobium ravenii",1490819,"Epilobium ravenii",0,"accepted","California Willowherb",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Myrtales","","","","Onagraceae","","","Epilobium","ravenii","iNat:83097989",48.887007,-123.358781,"2021-06-14T15:33:00-07:00",,"Andrew Simon","false","research",37,2021-06-14 22:33:00
"Diplolepis bicolor",487280,"Diplolepis bicolor",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Hymenoptera","Apocrita","Proctotrupomorpha","Cynipoidea","Diplolepididae","Diplolepidinae","","Diplolepis","bicolor","iNat:83170297",48.887058,-123.358763,"2021-06-14T15:34:29-07:00",,"Caitlin Robinson","false","research",48,2021-06-14 22:34:29
"Carex leptopoda",76070,"Carex leptopoda",0,"accepted","slender-footed sedge",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Cyperaceae","Cyperoideae","Cariceae","Carex","leptopoda","iNat:83097990",48.887564,-123.361008,"2021-06-14T15:50:00-07:00",,"Andrew Simon","false","needs_id",37,2021-06-14 22:50:00
"Peltigera neckeri",69729,"Peltigera neckeri",0,"accepted","Blacksaddle pelt lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","neckeri","iNat:83096618",48.887395,-123.36162,"2021-06-14T16:02:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 23:02:00
"Achlys triphylla",75263,"Achlys triphylla",0,"accepted","vanilla leaf",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Berberidaceae","Berberidoideae","Berberideae","Achlys","triphylla","iNat:83097991",48.887248,-123.362397,"2021-06-14T16:17:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:17:00
"Urtica",51886,"Urtica",0,"accepted","nettles",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Urticaceae","","","Urtica","","iNat:83097993",48.887075,-123.362472,"2021-06-14T16:19:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 23:19:00
"Alnus rubra",56034,"Alnus rubra",0,"accepted","Red Alder",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fagales","","","","Betulaceae","","","Alnus","rubra","iNat:83097994",48.887145,-123.362723,"2021-06-14T16:19:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:19:00
"Galium aparine",53059,"Galium aparine",0,"accepted","catchweed bedstraw",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Gentianales","","","","Rubiaceae","Rubioideae","Rubieae","Galium","aparine","iNat:83097995",48.88713,-123.362788,"2021-06-14T16:19:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:19:00
"Mycelis muralis",48543,"Mycelis muralis",0,"accepted","Wall Lettuce",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Cichorioideae","Cichorieae","Mycelis","muralis","iNat:83097996",48.887436,-123.362639,"2021-06-14T16:19:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:19:00
"Ilex aquifolium",53856,"Ilex aquifolium",0,"accepted","European holly",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Aquifoliales","","","","Aquifoliaceae","","","Ilex","aquifolium","iNat:83097997",48.887183,-123.362722,"2021-06-14T16:19:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:19:00
"Polystichum munitum",47751,"Polystichum munitum",0,"accepted","western sword fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Dryopteridaceae","Dryopteridoideae","","Polystichum","munitum","iNat:83097999",48.887258,-123.362748,"2021-06-14T16:21:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:21:00
"Plagiomnium insigne",122705,"Plagiomnium insigne",0,"accepted","Badge Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Mniaceae","","","Plagiomnium","insigne","iNat:83098000",48.887275,-123.36279,"2021-06-14T16:21:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:21:00
"Kindbergia oregana",120909,"Kindbergia oregana",0,"accepted","Oregon Beaked Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Kindbergia","oregana","iNat:83098002",48.887285,-123.362673,"2021-06-14T16:23:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:23:00
"Hylocomiadelphus triquetrus",1138381,"Hylocomiadelphus triquetrus",0,"accepted","rough goose neck moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Hylocomiaceae","","","Hylocomiadelphus","triquetrus","iNat:83098003",48.887285,-123.362673,"2021-06-14T16:23:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:23:00
"Alnus rubra",56034,"Alnus rubra",0,"accepted","Red Alder",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fagales","","","","Betulaceae","","","Alnus","rubra","iNat:83098005",48.887332,-123.36163,"2021-06-14T16:24:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:24:00
"Rubus leucodermis",63960,"Rubus leucodermis",0,"accepted","whitebark raspberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","leucodermis","iNat:83098007",48.88725,-123.36167,"2021-06-14T16:25:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 23:25:00
"Stellaria crispa",79201,"Stellaria crispa",0,"accepted","Crisp Starwort",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Stellaria","crispa","iNat:83098009",48.887288,-123.361675,"2021-06-14T16:26:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 23:26:00
"Nemophila parviflora",57353,"Nemophila parviflora",0,"accepted","small-flowered nemophila",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Boraginales","","","","Boraginaceae","Hydrophylloideae","","Nemophila","parviflora","iNat:83098010",48.887289,-123.361675,"2021-06-14T16:30:00-07:00",,"Andrew Simon","false","needs_id",,2021-06-14 23:30:00
"Ariolimax columbianus",47776,"Ariolimax columbianus",0,"accepted","Pacific Banana Slug",,"Animalia","Mollusca","","","Gastropoda","Heterobranchia","Eupulmonata","Stylommatophora","Helicina","Arionoidei","Arionoidea","Ariolimacidae","Ariolimacinae","","Ariolimax","columbianus","iNat:83098011",48.887314,-123.361756,"2021-06-14T16:31:00-07:00",,"Andrew Simon","false","research",,2021-06-14 23:31:00
