"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Spiraea douglasii",62493,"Spiraea douglasii",0,"accepted","Rose Spirea",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Spiraeeae","Spiraea","douglasii","iNat:93550054",48.88464,-123.371316,"2021-08-13T17:37:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:37:00
"Rubus spectabilis",47543,"Rubus spectabilis",0,"accepted","Salmonberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","spectabilis","iNat:93550053",48.88464,-123.371316,"2021-08-13T17:38:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:38:00
"Rubus spectabilis",47543,"Rubus spectabilis",0,"accepted","Salmonberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","spectabilis","iNat:93550055",48.88464,-123.371316,"2021-08-13T17:38:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:38:00
"Thuja plicata",48252,"Thuja plicata",0,"accepted","western redcedar",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Cupressaceae","Cupressoideae","","Thuja","plicata","iNat:93550056",48.88464,-123.371316,"2021-08-13T17:38:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:38:00
"Alnus rubra",56034,"Alnus rubra",0,"accepted","Red Alder",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fagales","","","","Betulaceae","","","Alnus","rubra","iNat:93550057",48.88464,-123.371316,"2021-08-13T17:38:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:38:00
"Carex obnupta",61000,"Carex obnupta",0,"accepted","slough sedge",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Cyperaceae","Cyperoideae","Cariceae","Carex","obnupta","iNat:93550058",48.88464,-123.371316,"2021-08-13T17:38:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:38:00
"Gaultheria shallon",48441,"Gaultheria shallon",0,"accepted","salal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:93550059",48.88464,-123.371316,"2021-08-13T17:38:00-07:00",,"Andrew Simon","false","research",49,2021-08-14 00:38:00
"Salix lasiandra",78943,"Salix lasiandra",0,"accepted","Pacific Willow",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Malpighiales","","","","Salicaceae","","","Salix","lasiandra","iNat:93550060",48.884493,-123.369873,"2021-08-13T17:40:00-07:00",,"Andrew Simon","false","research",,2021-08-14 00:40:00
"Polystichum munitum",47751,"Polystichum munitum",0,"accepted","western sword fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Dryopteridaceae","Dryopteridoideae","","Polystichum","munitum","iNat:93550061",48.884338,-123.37004,"2021-08-13T17:41:00-07:00",,"Andrew Simon","false","research",,2021-08-14 00:41:00
"Polystichum munitum",47751,"Polystichum munitum",0,"accepted","western sword fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Polypodiineae","","","Dryopteridaceae","Dryopteridoideae","","Polystichum","munitum","iNat:93550062",48.884323,-123.370122,"2021-08-13T17:41:00-07:00",,"Andrew Simon","false","research",,2021-08-14 00:41:00
"Thuja plicata",48252,"Thuja plicata",0,"accepted","western redcedar",,"Plantae","Tracheophyta","","","Pinopsida","","","Pinales","","","","Cupressaceae","Cupressoideae","","Thuja","plicata","iNat:93550064",48.884323,-123.370122,"2021-08-13T17:41:00-07:00",,"Andrew Simon","false","research",,2021-08-14 00:41:00
"Spiraea douglasii",62493,"Spiraea douglasii",0,"accepted","Rose Spirea",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Amygdaloideae","Spiraeeae","Spiraea","douglasii","iNat:93550065",48.884482,-123.370073,"2021-08-13T17:42:00-07:00",,"Andrew Simon","false","research",,2021-08-14 00:42:00
"Rubus ursinus",53445,"Rubus ursinus",0,"accepted","trailing blackberry",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Rosaceae","Rosoideae","Rubeae","Rubus","ursinus","iNat:93550067",48.884739,-123.371912,"2021-08-13T17:43:00-07:00",,"Andrew Simon","false","research",36,2021-08-14 00:43:00
"Lysichiton americanus",48537,"Lysichiton americanus",0,"accepted","western skunk cabbage",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Alismatales","","","","Araceae","Orontioideae","","Lysichiton","americanus","iNat:93550069",48.884739,-123.371912,"2021-08-13T17:43:00-07:00",,"Andrew Simon","false","research",36,2021-08-14 00:43:00
