"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Urtica gracilis gracilis",1074432,"Urtica gracilis gracilis",0,"accepted","American stinging nettle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Rosales","","","","Urticaceae","","","Urtica","gracilis","iNat:77854400",48.875517,-123.38465,"2021-05-05T13:47:00-07:00",,"Andrew Simon","false","research",,2021-05-05 20:47:00
"Cytisus scoparius",48538,"Cytisus scoparius",0,"accepted","Scotch Broom",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Genisteae","Cytisus","scoparius","iNat:77854401",48.875373,-123.385053,"2021-05-05T13:51:00-07:00",,"Andrew Simon","false","research",,2021-05-05 20:51:00
"Lonicera hispidula",53416,"Lonicera hispidula",0,"accepted","Pink Honeysuckle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Dipsacales","","","","Caprifoliaceae","Caprifolioideae","","Lonicera","hispidula","iNat:77854405",48.875013,-123.384553,"2021-05-05T13:57:00-07:00",,"Andrew Simon","false","research",,2021-05-05 20:57:00
"Quercus garryana",68632,"Quercus garryana",0,"accepted","Oregon oak",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fagales","","","","Fagaceae","","","Quercus","garryana","iNat:77854406",48.874606,-123.384373,"2021-05-05T14:09:00-07:00",,"Andrew Simon","false","research",15,2021-05-05 21:09:00
"Usnea cavernosa",182690,"Usnea cavernosa",0,"accepted","Pitted Beard Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Usnea","cavernosa","iNat:77854409",48.874572,-123.384357,"2021-05-05T14:13:00-07:00",,"Andrew Simon","false","research",,2021-05-05 21:13:00
"Melanthaxia",492141,"Melanthaxia",0,"accepted","",,"Animalia","Arthropoda","Hexapoda","","Insecta","Pterygota","","Coleoptera","Polyphaga","Elateriformia","Buprestoidea","Buprestidae","Buprestinae","Anthaxiini","Anthaxia","","iNat:77854411",48.87398,-123.383877,"2021-05-05T14:21:00-07:00",,"Andrew Simon","false","needs_id",,2021-05-05 21:21:00
"Eriophyllum lanatum",77049,"Eriophyllum lanatum",0,"accepted","common woolly sunflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Asteroideae","Madieae","Eriophyllum","lanatum","iNat:77854412",48.873977,-123.383862,"2021-05-05T14:21:00-07:00",,"Andrew Simon","false","research",,2021-05-05 21:21:00
"Lobaria pulmonaria",48711,"Lobaria pulmonaria",0,"accepted","Tree Lungwort",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Lobariaceae","","","Lobaria","pulmonaria","iNat:77854413",48.873622,-123.383588,"2021-05-05T14:29:00-07:00",,"Andrew Simon","false","research",,2021-05-05 21:29:00
"Acer macrophyllum",48227,"Acer macrophyllum",0,"accepted","bigleaf maple",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Sapindales","","","","Sapindaceae","","","Acer","macrophyllum","iNat:77854415",48.873568,-123.383557,"2021-05-05T14:29:00-07:00",,"Andrew Simon","false","research",,2021-05-05 21:29:00
"Trifolium microcephalum",58911,"Trifolium microcephalum",0,"accepted","small-headed clover",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Fabales","","","","Fabaceae","Faboideae","Trifolieae","Trifolium","microcephalum","iNat:77854416",48.873257,-123.383267,"2021-05-05T14:32:00-07:00",,"Andrew Simon","false","research",,2021-05-05 21:32:00
