"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Montia howellii",78121,"Montia howellii",0,"accepted","howell's montia",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","howellii","iNat:114481974",48.909501,-123.375127,"2022-05-01T10:42:00-07:00",,"Andrew Simon","false","research",13,2022-05-01 17:42:00
"Scleropodium obtusifolium",123794,"Scleropodium obtusifolium",0,"accepted","obtuseleaf scleropodium moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Scleropodium","obtusifolium","iNat:114481975",48.909939,-123.37335,"2022-05-01T10:52:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 17:52:00
"Montia dichotoma",78119,"Montia dichotoma",0,"accepted","Dwarf Montia",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","dichotoma","iNat:114481976",48.90984,-123.372667,"2022-05-01T10:56:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 17:56:00
"Astur cooperii",1579017,"Astur cooperii",0,"accepted","Cooper's Hawk",,"Animalia","Chordata","Vertebrata","","Aves","","","Accipitriformes","","","","Accipitridae","Accipitrinae","","Astur","cooperii","iNat:114481980",48.910178,-123.373453,"2022-05-01T11:00:00-07:00",,"Andrew Simon","false","research",73,2022-05-01 18:00:00
"Schistidium maritimum",168578,"Schistidium maritimum",0,"accepted","Seaside Grimmia",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Schistidium","maritimum","iNat:114481981",48.909661,-123.371914,"2022-05-01T11:03:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:03:00
"Fuscopannaria maritima",220262,"Fuscopannaria maritima",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Pannariaceae","","","Fuscopannaria","maritima","iNat:114481991",48.909661,-123.371914,"2022-05-01T11:03:00-07:00",,"Andrew Simon","false","needs_id",25,2022-05-01 18:03:00
"Physcia caesia",194681,"Physcia caesia",0,"accepted","Blue-gray Rosette Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Caliciales","","","","Physciaceae","","","Physcia","caesia","iNat:114481994",48.909553,-123.371453,"2022-05-01T11:04:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:04:00
"Micranthes integrifolia",78027,"Micranthes integrifolia",0,"accepted","Wholeleaf Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","integrifolia","iNat:114481993",48.909489,-123.371247,"2022-05-01T11:05:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:05:00
"Collinsia grandiflora",76409,"Collinsia grandiflora",0,"accepted","Giant Blue-eyed Mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","grandiflora","iNat:114482007",48.909472,-123.371253,"2022-05-01T11:05:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:05:00
"Allium amplectens",60267,"Allium amplectens",0,"accepted","narrowleaf onion",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Amaryllidaceae","Allioideae","Allieae","Allium","amplectens","iNat:114482009",48.90951,-123.371207,"2022-05-01T11:07:00-07:00",,"Andrew Simon","false","research",25,2022-05-01 18:07:00
