"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Peltigera neopolydactyla",147374,"Peltigera neopolydactyla",0,"accepted","carpet pelt lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","neopolydactyla","iNat:106922785",49.002511,-123.563478,"2022-02-16T16:35:22-08:00",,"Caitlin Robinson","false","needs_id",30,2022-02-17 00:35:22
"Peltigera praetextata",127051,"Peltigera praetextata",0,"accepted","scaly pelt lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","praetextata","iNat:106924298",49.002864,-123.563658,"2022-02-16T16:38:33-08:00",,"Caitlin Robinson","false","needs_id",30,2022-02-17 00:38:33
"Usnea hirta",182679,"Usnea hirta",0,"accepted","Bristly Beard Lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Parmeliaceae","Parmelioideae","","Usnea","hirta","iNat:106922615",49.0037,-123.564683,"2022-02-16T16:43:42-08:00",,"Caitlin Robinson","false","needs_id",8,2022-02-17 00:43:42
"Peltigera canina",180500,"Peltigera canina",0,"accepted","dog pelt lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","canina","iNat:106923509",49.006049,-123.56623,"2022-02-16T16:45:05-08:00",,"Caitlin Robinson","false","needs_id",30,2022-02-17 00:45:05
"Peltigera neopolydactyla",147374,"Peltigera neopolydactyla",0,"accepted","carpet pelt lichen",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Peltigerales","","","","Peltigeraceae","","","Peltigera","neopolydactyla","iNat:106923681",49.004397,-123.565262,"2022-02-16T16:50:17-08:00",,"Caitlin Robinson","false","needs_id",16,2022-02-17 00:50:17
"Anatidae",6912,"Anatidae",0,"accepted","Ducks, Geese, and Swans",,"Animalia","Chordata","Vertebrata","","Aves","","","Anseriformes","","","","Anatidae","","","","","iNat:106890422",49.000272,-123.564445,"2022-02-16T16:54:52-08:00",,"Caitlin Robinson","false","needs_id",30,2022-02-17 00:54:52
"Stictis radiata",352459,"Stictis radiata",0,"accepted","",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Ostropomycetidae","","Ostropales","","","","Stictidaceae","","","Stictis","radiata","iNat:106921804",49.006369,-123.56688,"2022-02-16T17:01:04-08:00",,"Caitlin Robinson","false","needs_id",30,2022-02-17 01:01:04
"Lepraria",154184,"Lepraria",0,"accepted","Dust Lichens",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Stereocaulaceae","","","Lepraria","","iNat:106921780",49.0066,-123.566612,"2022-02-16T17:02:23-08:00",,"Caitlin Robinson","false","needs_id",30,2022-02-17 01:02:23
"Cladonia coniocraea",155093,"Cladonia coniocraea",0,"accepted","Common Powderhorn",,"Fungi","Ascomycota","Pezizomycotina","","Lecanoromycetes","Lecanoromycetidae","","Lecanorales","","","","Cladoniaceae","","","Cladonia","coniocraea","iNat:106921690",49.007972,-123.568458,"2022-02-16T17:08:16-08:00",,"Caitlin Robinson","false","needs_id",16,2022-02-17 01:08:16
"Stereum hirsutum",55501,"Stereum hirsutum",0,"accepted","hairy curtain crust",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","","","Russulales","","","","Stereaceae","","","Stereum","hirsutum","iNat:106904535",49.007978,-123.568803,"2022-02-16T17:09:19-08:00",,"Caitlin Robinson","false","needs_id",16,2022-02-17 01:09:19
