"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Racomitrium varium",167696,"Racomitrium varium",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","varium","iNat:111052928",48.90888,-123.37476,"2022-04-10T13:39:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 20:39:00
"Scapania americana",168492,"Scapania americana",0,"accepted","American Earwort",,"Plantae","Marchantiophyta","","","Jungermanniopsida","Jungermanniidae","","Jungermanniales","Cephaloziineae","","","Scapaniaceae","","","Scapania","americana","iNat:111052930",48.909188,-123.37499,"2022-04-10T13:43:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:43:00
"Polytrichum juniperinum",68286,"Polytrichum juniperinum",0,"accepted","juniper haircap moss",,"Plantae","Bryophyta","","","Polytrichopsida","","","Polytrichales","","","","Polytrichaceae","","","Polytrichum","juniperinum","iNat:111052933",48.909455,-123.375057,"2022-04-10T13:45:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:45:00
"Bryum",67867,"Bryum",0,"accepted","",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Bryum","","iNat:111052934",48.910006,-123.374922,"2022-04-10T13:47:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 20:47:00
"Micranthes integrifolia",78027,"Micranthes integrifolia",0,"accepted","Wholeleaf Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","integrifolia","iNat:111052937",48.909985,-123.374902,"2022-04-10T13:48:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:48:00
"Ptychostomum pallens",818538,"Ptychostomum pallens",0,"accepted","Pale Thread-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","pallens","iNat:111052938",48.909987,-123.37417,"2022-04-10T13:52:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 20:52:00
"Ptychostomum capillare",1121982,"Ptychostomum capillare",0,"accepted","Capillary Thread-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","capillare","iNat:111052939",48.90998,-123.374157,"2022-04-10T13:53:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 20:53:00
"Prunella vulgaris",52764,"Prunella vulgaris",0,"accepted","common selfheal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Lamiaceae","Nepetoideae","Mentheae","Prunella","vulgaris","iNat:111052942",48.909987,-123.373932,"2022-04-10T13:55:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:55:00
"Camassia",62219,"Camassia",0,"accepted","camas",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Asparagales","","","","Asparagaceae","Agavoideae","","Camassia","","iNat:111052940",48.909978,-123.373937,"2022-04-10T13:57:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 20:57:00
"Micranthes integrifolia",78027,"Micranthes integrifolia",0,"accepted","Wholeleaf Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","integrifolia","iNat:111052945",48.909957,-123.37392,"2022-04-10T13:57:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:57:00
"Pseudoscleropodium purum",123645,"Pseudoscleropodium purum",0,"accepted","Neat Feather-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Brachytheciaceae","","","Pseudoscleropodium","purum","iNat:111052947",48.909957,-123.373923,"2022-04-10T13:57:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:57:00
"Erythronium oregonum",59520,"Erythronium oregonum",0,"accepted","giant white fawn lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Erythronium","oregonum","iNat:111052948",48.90995,-123.373808,"2022-04-10T13:58:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:58:00
"Fritillaria affinis",50618,"Fritillaria affinis",0,"accepted","checker lily",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Liliales","","","","Liliaceae","Lilioideae","Lilieae","Fritillaria","affinis","iNat:111052953",48.90992,-123.37381,"2022-04-10T13:58:00-07:00",,"Andrew Simon","false","research",,2022-04-10 20:58:00
"Micranthes rufidula",357949,"Micranthes rufidula",0,"accepted","Rustyhair Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","rufidula","iNat:111052952",48.90996,-123.37366,"2022-04-10T14:01:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:01:00
"Stellaria media",53298,"Stellaria media",0,"accepted","common chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Stellaria","media","iNat:111052955",48.90985,-123.373168,"2022-04-10T14:02:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:02:00
"Imbribryum miniatum",538114,"Imbribryum miniatum",0,"accepted","Glossy Red Bryum Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Imbribryum","miniatum","iNat:111052957",48.90985,-123.373167,"2022-04-10T14:03:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:03:00
"Philonotis fontana",133809,"Philonotis fontana",0,"accepted","Fountain Apple-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bartramiales","","","","Bartramiaceae","","","Philonotis","fontana","iNat:111052974",48.909847,-123.373145,"2022-04-10T14:04:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 21:04:00
"Blindia acuta",156309,"Blindia acuta",0,"accepted","Sharp-leaved Blindia",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Seligeriaceae","","","Blindia","acuta","iNat:111052977",48.909843,-123.37314,"2022-04-10T14:05:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:05:00
"Ptychostomum pseudotriquetrum",68300,"Ptychostomum pseudotriquetrum",0,"accepted","Long-leaved Thread Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","pseudotriquetrum","iNat:111052986",48.909793,-123.37303,"2022-04-10T14:07:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 21:07:00
"Micranthes rufidula",357949,"Micranthes rufidula",0,"accepted","Rustyhair Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","rufidula","iNat:111053003",48.909788,-123.373008,"2022-04-10T14:09:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:09:00
"Ptychostomum pseudotriquetrum",68300,"Ptychostomum pseudotriquetrum",0,"accepted","Long-leaved Thread Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","pseudotriquetrum","iNat:111053020",48.909758,-123.372795,"2022-04-10T14:09:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 21:09:00
"Ptychostomum pseudotriquetrum",68300,"Ptychostomum pseudotriquetrum",0,"accepted","Long-leaved Thread Moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","pseudotriquetrum","iNat:111053045",48.909778,-123.372802,"2022-04-10T14:10:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 21:10:00
"Montia fontana",58990,"Montia fontana",0,"accepted","blinks",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Montiaceae","","","Montia","fontana","iNat:111053070",48.909778,-123.372802,"2022-04-10T14:10:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:10:00
"Micranthes rufidula",357949,"Micranthes rufidula",0,"accepted","Rustyhair Saxifrage",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Saxifragales","","","","Saxifragaceae","","Micrantheae","Micranthes","rufidula","iNat:111053080",48.909807,-123.372772,"2022-04-10T14:10:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:10:00
"Collinsia grandiflora",76409,"Collinsia grandiflora",0,"accepted","Giant Blue-eyed Mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","grandiflora","iNat:111053085",48.909733,-123.37262,"2022-04-10T14:12:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:12:00
"Racomitrium affine",167675,"Racomitrium affine",0,"accepted","Lesser Fringe-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Grimmiales","","","","Grimmiaceae","","","Racomitrium","affine","iNat:111053090",48.909758,-123.372563,"2022-04-10T14:13:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-10 21:13:00
"Scapania americana",168492,"Scapania americana",0,"accepted","American Earwort",,"Plantae","Marchantiophyta","","","Jungermanniopsida","Jungermanniidae","","Jungermanniales","Cephaloziineae","","","Scapaniaceae","","","Scapania","americana","iNat:111053097",48.909755,-123.372552,"2022-04-10T14:14:00-07:00",,"Andrew Simon","false","research",,2022-04-10 21:14:00
