"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Cirsium vulgare",52989,"Cirsium vulgare",0,"accepted","Bull Thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Carduoideae","Cardueae","Cirsium","vulgare","iNat:129712374",48.878055,-123.367958,"2022-08-04T19:15:00-07:00",,"Caitlin Robinson","false","research",20,2022-08-05 02:15:00
"Cirsium vulgare",52989,"Cirsium vulgare",0,"accepted","Bull Thistle",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Asterales","","","","Asteraceae","Carduoideae","Cardueae","Cirsium","vulgare","iNat:129778429",48.87803,-123.36703,"2022-08-04T19:18:00-07:00",,"Andrew Simon","false","research",10,2022-08-05 02:18:00
"Aquilegia formosa",48244,"Aquilegia formosa",0,"accepted","western columbine",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Thalictroideae","","Aquilegia","formosa","iNat:129712041",48.877517,-123.367562,"2022-08-04T19:18:51-07:00",,"Caitlin Robinson","false","research",20,2022-08-05 02:18:51
"Nuphar polysepala",78234,"Nuphar polysepala",0,"accepted","western yellow pond-lily",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Nymphaeales","","","","Nymphaeaceae","","","Nuphar","polysepala","iNat:129710745",48.877462,-123.367613,"2022-08-04T19:24:03-07:00",,"Caitlin Robinson","false","research",20,2022-08-05 02:24:03
"Dulichium arundinaceum",76745,"Dulichium arundinaceum",0,"accepted","Three-way Sedge",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Cyperaceae","Cyperoideae","Dulichieae","Dulichium","arundinaceum","iNat:129778430",48.877058,-123.36721,"2022-08-04T19:25:00-07:00",,"Andrew Simon","false","research",10,2022-08-05 02:25:00
"Nuphar polysepala",78234,"Nuphar polysepala",0,"accepted","western yellow pond-lily",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Nymphaeales","","","","Nymphaeaceae","","","Nuphar","polysepala","iNat:129778431",48.877019,-123.367228,"2022-08-04T19:26:00-07:00",,"Andrew Simon","false","research",9,2022-08-05 02:26:00
"Gaultheria shallon",48441,"Gaultheria shallon",0,"accepted","salal",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ericales","","","","Ericaceae","Vaccinioideae","Gaultherieae","Gaultheria","shallon","iNat:129778432",48.877147,-123.36735,"2022-08-04T19:27:00-07:00",,"Andrew Simon","false","research",10,2022-08-05 02:27:00
"Potamogeton natans",78712,"Potamogeton natans",0,"accepted","floating-leaved pondweed",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Alismatales","","","","Potamogetonaceae","","","Potamogeton","natans","iNat:129778434",48.877193,-123.367093,"2022-08-04T19:28:00-07:00",,"Andrew Simon","false","research",10,2022-08-05 02:28:00
"Rana aurora",25545,"Rana aurora",0,"accepted","Northern Red-legged Frog",,"Animalia","Chordata","Vertebrata","","Amphibia","","","Anura","","","","Ranidae","","","Rana","aurora","iNat:129778435",48.877177,-123.367088,"2022-08-04T19:28:00-07:00",,"Andrew Simon","false","research",10,2022-08-05 02:28:00
"Ranunculus flammula",67826,"Ranunculus flammula",0,"accepted","Lesser Spearwort",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Ranunculales","","","","Ranunculaceae","Ranunculoideae","Ranunculeae","Ranunculus","flammula","iNat:129778436",48.877187,-123.367112,"2022-08-04T19:28:00-07:00",,"Andrew Simon","false","needs_id",10,2022-08-05 02:28:00
"Fomitopsis mounceae",877361,"Fomitopsis mounceae",0,"accepted","Northern Red Belt",,"Fungi","Basidiomycota","Agaricomycotina","","Agaricomycetes","","","Polyporales","","","","Fomitopsidaceae","","","Fomitopsis","mounceae","iNat:129710587",48.876797,-123.368028,"2022-08-04T19:28:58-07:00",,"Caitlin Robinson","false","research",20,2022-08-05 02:28:58
"Dulichium arundinaceum",76745,"Dulichium arundinaceum",0,"accepted","Three-way Sedge",,"Plantae","Tracheophyta","Angiospermae","","Liliopsida","","","Poales","","","","Cyperaceae","Cyperoideae","Dulichieae","Dulichium","arundinaceum","iNat:129778437",48.877277,-123.36706,"2022-08-04T19:30:00-07:00",,"Andrew Simon","false","research",10,2022-08-05 02:30:00
