"iNaturalist.taxon.name","iNaturalist.taxon.ID","Taxon.name","ambiguousNameMatch","nameStatus","Common.name","Author","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date.observed","Description","Recorded.by","Captive.Cultivated","Quality.grade","coordinateUncertaintyInMeters","timestamp"
"Pentagramma triangularis",52676,"Pentagramma triangularis",0,"accepted","goldback fern",,"Plantae","Tracheophyta","","","Polypodiopsida","Polypodiidae","","Polypodiales","Pteridineae","","","Pteridaceae","Cheilanthoideae","","Pentagramma","triangularis","iNat:111609840",48.865765,-123.369791,"2022-04-15T12:27:00-07:00",,"Andrew Simon","false","research",67,2022-04-15 19:27:00
"Veronica arvensis",55748,"Veronica arvensis",0,"accepted","corn speedwell",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Veroniceae","Veronica","arvensis","iNat:111609841",48.865765,-123.369791,"2022-04-15T12:28:00-07:00",,"Andrew Simon","false","research",67,2022-04-15 19:28:00
"Cardamine oligosperma",52981,"Cardamine oligosperma",0,"accepted","little western bittercress",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Brassicales","","","","Brassicaceae","Brassicoideae","Cardamineae","Cardamine","oligosperma","iNat:111609842",48.865765,-123.369791,"2022-04-15T12:28:00-07:00",,"Andrew Simon","false","research",67,2022-04-15 19:28:00
"Plagiomnium venustum",126179,"Plagiomnium venustum",0,"accepted","magnificent leafy moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Mniaceae","","","Plagiomnium","venustum","iNat:111609844",48.865765,-123.369791,"2022-04-15T12:29:00-07:00",,"Andrew Simon","false","needs_id",67,2022-04-15 19:29:00
"Ptychostomum capillare",1121982,"Ptychostomum capillare",0,"accepted","Capillary Thread-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Bryales","","","","Bryaceae","","","Ptychostomum","capillare","iNat:111609846",48.865272,-123.369044,"2022-04-15T12:30:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-15 19:30:00
"Plagiothecium laetum",123563,"Plagiothecium laetum",0,"accepted","Bright Silk-moss",,"Plantae","Bryophyta","","","Bryopsida","","","Hypnales","","","","Plagiotheciaceae","","","Plagiothecium","laetum","iNat:111609845",48.86513,-123.368828,"2022-04-15T12:33:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-15 19:33:00
"Erythranthe alsinoides",771843,"Erythranthe alsinoides",0,"accepted","wingstem monkeyflower",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Phrymaceae","","","Erythranthe","alsinoides","iNat:111609848",48.866,-123.369207,"2022-04-15T12:34:00-07:00",,"Andrew Simon","false","research",,2022-04-15 19:34:00
"Stellaria media",53298,"Stellaria media",0,"accepted","common chickweed",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Caryophyllales","","","","Caryophyllaceae","","Alsineae","Stellaria","media","iNat:111609847",48.865998,-123.369217,"2022-04-15T12:35:00-07:00",,"Andrew Simon","false","needs_id",,2022-04-15 19:35:00
"Collinsia parviflora",59013,"Collinsia parviflora",0,"accepted","small-flowered blue-eyed mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","parviflora","iNat:111609849",48.865997,-123.369206,"2022-04-15T12:35:00-07:00",,"Andrew Simon","false","research",,2022-04-15 19:35:00
"Collinsia grandiflora",76409,"Collinsia grandiflora",0,"accepted","Giant Blue-eyed Mary",,"Plantae","Tracheophyta","Angiospermae","","Magnoliopsida","","","Lamiales","","","","Plantaginaceae","","Cheloneae","Collinsia","grandiflora","iNat:111609851",48.86594,-123.36926,"2022-04-15T12:39:00-07:00",,"Andrew Simon","false","research",,2022-04-15 19:39:00
