"cell_id","effortId","search_effort","longitude","latitude"
45006,"2021-06-24T14-49-00-Caitlin Robinson",0.144746247319514,-123.587178,48.998085
45007,"2021-06-24T14-49-00-Caitlin Robinson",0.498570407433881,-123.586769,48.998085
45008,"2021-06-24T14-49-00-Caitlin Robinson",0.209077912794853,-123.58636,48.998085
45709,"2021-06-24T14-49-00-Caitlin Robinson",0.643316654753395,-123.587178,48.997816
62600,"2021-06-19T15-35-00-Caitlin Robinson",0.0329142857142857,-123.579407,48.99136
63303,"2021-06-19T15-35-00-Caitlin Robinson",0.312685714285714,-123.579407,48.991091
64005,"2021-06-19T15-35-00-Caitlin Robinson",0.394971428571429,-123.579816,48.990822
64006,"2021-06-19T15-35-00-Caitlin Robinson",0.197485714285714,-123.579407,48.990822
70407,"2021-06-10T16-31-00-Caitlin Robinson",0.0762124711316397,-123.549141,48.988401
71110,"2021-06-10T16-31-00-Caitlin Robinson",0.121939953810624,-123.549141,48.988132
71111,"2021-06-10T16-31-00-Caitlin Robinson",0.548729792147806,-123.548732,48.988132
71814,"2021-06-10T16-31-00-Caitlin Robinson",0.198152424942263,-123.548732,48.987863
71815,"2021-06-10T16-31-00-Caitlin Robinson",0.472517321016166,-123.548323,48.987863
72518,"2021-06-10T16-31-00-Caitlin Robinson",0.259122401847575,-123.548323,48.987594
72519,"2021-06-10T16-31-00-Caitlin Robinson",0.411547344110855,-123.547914,48.987594
73222,"2021-06-10T16-31-00-Caitlin Robinson",0.320092378752887,-123.547914,48.987325
73223,"2021-06-10T16-31-00-Caitlin Robinson",0.350577367205543,-123.547505,48.987325
73926,"2021-06-10T16-31-00-Caitlin Robinson",0.198152424942263,-123.547505,48.987056
73927,"2021-06-10T16-31-00-Caitlin Robinson",0.137182448036952,-123.547096,48.987056
74630,"2021-06-10T16-31-00-Caitlin Robinson",0.0762124711316397,-123.547096,48.986787
74631,"2021-06-10T16-31-00-Caitlin Robinson",0.121939953810624,-123.546687,48.986787
75334,"2021-06-10T16-31-00-Caitlin Robinson",0.0914549653579677,-123.546687,48.986518
75335,"2021-06-10T16-31-00-Caitlin Robinson",0.106697459584296,-123.546278,48.986518
76038,"2021-06-10T16-31-00-Caitlin Robinson",0.0914549653579677,-123.546278,48.986249
76039,"2021-06-10T16-31-00-Caitlin Robinson",0.106697459584296,-123.545869,48.986249
76742,"2021-06-10T16-31-00-Caitlin Robinson",0.106697459584296,-123.545869,48.98598
76743,"2021-06-10T16-31-00-Caitlin Robinson",0.0914549653579677,-123.54546,48.98598
77446,"2021-06-10T16-31-00-Caitlin Robinson",0.0762124711316397,-123.54546,48.985711
78822,"2022-06-14T19-30-00-Frank Lomer",0.1,-123.55773,48.985173
78823,"2022-06-14T19-30-00-Frank Lomer",0.05,-123.557321,48.985173
78824,"2022-06-14T19-30-00-Frank Lomer",0.1,-123.556912,48.985173
79523,"2022-06-14T19-30-00-Frank Lomer",0.05,-123.558548,48.984904
79524,"2022-06-14T19-30-00-Frank Lomer",0.05,-123.558139,48.984904
79525,"2022-06-14T19-30-00-Frank Lomer",0.05,-123.55773,48.984904
80225,"2022-06-14T19-30-00-Frank Lomer",0.1,-123.558957,48.984635
80227,"2022-06-14T19-30-00-Frank Lomer",0.05,-123.558139,48.984635
